invoice_no,customer_id,stock_code,description,quantity,unit_price,transaction_date,country
INV_006805,CUST_01631,PROD_0029,Product 29 Essential,1,132.8,2024-03-11 13:48:07,United States
INV_004767,CUST_02152,PROD_0026,Product 26 Luxury,2,165.24,2024-07-06 05:03:17,United States
INV_004062,CUST_01435,PROD_0028,Product 28 Vintage,1,175.88,2024-12-07 06:17:00,United States
INV_006123,CUST_00554,PROD_0017,Product 17 Luxury,1,133.94,2024-01-21 12:25:37,United Kingdom
INV_003297,CUST_01929,PROD_0025,Product 25 Eco,8,138.49,2024-06-20 09:55:23,United States
INV_000417,CUST_01733,PROD_0026,Product 26 Luxury,1,165.24,2024-12-03 03:12:18,Canada
INV_002772,CUST_01104,PROD_0036,Product 36 Vintage,6,159.45,2024-08-18 18:23:06,Germany
INV_006715,CUST_00806,PROD_0048,Product 48 Eco,3,184.1,2024-01-10 15:03:39,United States
INV_004432,CUST_00071,PROD_0042,Product 42 Essential,1,62.22,2024-07-12 00:42:03,Germany
INV_005174,CUST_01777,PROD_0020,Product 20 Essential,1,77.18,2024-10-13 19:41:33,United Kingdom
INV_001116,CUST_00098,PROD_0019,Product 19 Luxury,1,59.19,2024-03-31 11:41:46,United Kingdom
INV_007385,CUST_01762,PROD_0018,Product 18 Essential,2,171.78,2024-06-04 11:06:46,Germany
INV_006117,CUST_01539,PROD_0033,Product 33 Modern,2,82.87,2024-10-27 00:45:47,United Kingdom
INV_002388,CUST_01518,PROD_0023,Product 23 Eco,1,36.85,2024-08-31 10:18:05,United Kingdom
INV_003465,CUST_01288,PROD_0036,Product 36 Vintage,7,159.45,2024-02-17 18:51:55,United States
INV_006125,CUST_00518,PROD_0019,Product 19 Luxury,1,59.19,2024-04-03 09:27:47,Canada
INV_001411,CUST_00699,PROD_0027,Product 27 Essential,1,57.2,2024-05-07 15:20:27,United States
INV_001455,CUST_01196,PROD_0032,Product 32 Eco,4,150.66,2024-07-31 16:50:46,United Kingdom
INV_003454,CUST_01573,PROD_0029,Product 29 Essential,5,132.8,2024-07-07 00:59:29,Japan
INV_001945,CUST_00184,PROD_0007,Product 7 Eco,1,47.98,2024-12-24 22:17:29,France
INV_001409,CUST_00390,PROD_0021,Product 21 Vintage,3,141.84,2024-11-26 14:11:12,Germany
INV_000753,CUST_00460,PROD_0045,Product 45 Eco,1,174.74,2024-01-24 23:37:36,France
INV_004417,CUST_01642,PROD_0014,Product 14 Modern,4,29.33,2024-02-20 22:48:32,France
INV_000726,CUST_00550,PROD_0006,Product 6 Luxury,1,43.76,2024-11-26 12:27:06,United Kingdom
INV_007801,CUST_02490,PROD_0035,Product 35 Luxury,5,172.91,2024-01-09 17:28:49,United States
INV_004529,CUST_00069,PROD_0027,Product 27 Essential,2,57.2,2024-05-09 04:39:44,France
INV_000196,CUST_00745,PROD_0026,Product 26 Luxury,1,165.24,2024-07-08 08:17:41,United States
INV_002670,CUST_00594,PROD_0034,Product 34 Vintage,2,104.35,2024-05-20 23:23:12,United Kingdom
INV_003414,CUST_02351,PROD_0048,Product 48 Eco,2,184.1,2024-07-04 17:55:05,United Kingdom
INV_004028,CUST_02061,PROD_0032,Product 32 Eco,1,150.66,2024-03-05 23:23:35,Germany
INV_002367,CUST_00941,PROD_0024,Product 24 Modern,2,197.95,2024-02-03 13:59:57,United States
INV_003085,CUST_02217,PROD_0033,Product 33 Modern,7,82.87,2024-10-28 04:08:36,United States
INV_006136,CUST_02240,PROD_0036,Product 36 Vintage,1,159.45,2024-02-01 03:06:58,Germany
INV_007513,CUST_00139,PROD_0045,Product 45 Eco,1,174.74,2024-04-09 18:46:32,Canada
INV_001447,CUST_01248,PROD_0020,Product 20 Essential,1,77.18,2024-12-11 16:26:05,United Kingdom
INV_002946,CUST_00009,PROD_0040,Product 40 Luxury,1,137.92,2024-02-17 12:10:43,United Kingdom
INV_007167,CUST_02417,PROD_0034,Product 34 Vintage,2,104.35,2024-09-18 18:48:03,United States
INV_000095,CUST_00732,PROD_0002,Product 2 Vintage,1,32.2,2024-08-13 11:29:18,Australia
INV_002861,CUST_01384,PROD_0006,Product 6 Luxury,3,43.76,2024-06-16 05:40:25,United States
INV_003231,CUST_01601,PROD_0012,Product 12 Luxury,1,170.25,2024-03-06 10:05:57,United States
INV_007887,CUST_02270,PROD_0012,Product 12 Luxury,1,170.25,2024-05-06 02:38:49,United States
INV_007739,CUST_01138,PROD_0026,Product 26 Luxury,1,165.24,2024-08-11 10:48:43,Germany
INV_001507,CUST_01756,PROD_0007,Product 7 Eco,1,47.98,2024-04-18 09:30:52,United Kingdom
INV_002106,CUST_00828,PROD_0001,Product 1 Luxury,2,149.59,2024-12-20 17:04:29,United States
INV_002239,CUST_02182,PROD_0047,Product 47 Vintage,2,153.68,2024-03-31 17:52:52,United States
INV_002120,CUST_01279,PROD_0010,Product 10 Essential,1,35.31,2024-09-05 02:31:17,Canada
INV_002843,CUST_02027,PROD_0041,Product 41 Eco,3,154.87,2024-08-29 19:57:13,Australia
INV_003832,CUST_02370,PROD_0008,Product 8 Eco,3,162.83,2024-02-07 20:15:47,United States
INV_000562,CUST_00172,PROD_0050,Product 50 Luxury,2,176.34,2024-05-02 13:33:58,Australia
INV_007693,CUST_01682,PROD_0009,Product 9 Luxury,1,141.13,2024-03-25 19:19:17,United States
INV_003726,CUST_02161,PROD_0041,Product 41 Eco,1,154.87,2024-09-28 07:05:15,Australia
INV_007392,CUST_01334,PROD_0046,Product 46 Essential,1,123.74,2024-09-09 01:50:15,United Kingdom
INV_000272,CUST_02042,PROD_0002,Product 2 Vintage,1,32.2,2024-08-30 21:13:55,United States
INV_000926,CUST_01545,PROD_0042,Product 42 Essential,2,62.22,2024-01-29 17:24:18,United States
INV_006463,CUST_00512,PROD_0015,Product 15 Modern,1,112.64,2024-03-06 05:07:28,United States
INV_004995,CUST_02277,PROD_0023,Product 23 Eco,5,36.85,2024-09-16 11:19:52,United States
INV_005027,CUST_00995,PROD_0045,Product 45 Eco,2,174.74,2024-08-15 11:54:13,United Kingdom
INV_003847,CUST_00407,PROD_0050,Product 50 Luxury,1,176.34,2024-02-04 00:40:45,France
INV_006638,CUST_00849,PROD_0050,Product 50 Luxury,2,176.34,2024-03-02 03:07:00,United States
INV_001383,CUST_00443,PROD_0046,Product 46 Essential,1,123.74,2024-09-10 19:41:30,France
INV_005202,CUST_01167,PROD_0023,Product 23 Eco,1,36.85,2024-11-28 05:54:48,United Kingdom
INV_002614,CUST_01377,PROD_0034,Product 34 Vintage,2,104.35,2024-07-11 21:52:19,United Kingdom
INV_005584,CUST_01748,PROD_0024,Product 24 Modern,2,197.95,2024-02-12 14:14:27,Germany
INV_001930,CUST_00607,PROD_0036,Product 36 Vintage,1,159.45,2024-02-21 08:05:28,United States
INV_005456,CUST_00820,PROD_0042,Product 42 Essential,2,62.22,2024-08-17 00:06:37,United States
INV_003206,CUST_01870,PROD_0004,Product 4 Modern,1,10.8,2024-05-14 16:14:27,Germany
INV_004778,CUST_01350,PROD_0005,Product 5 Vintage,1,103.53,2024-07-16 01:27:52,United States
INV_007944,CUST_01135,PROD_0040,Product 40 Luxury,2,137.92,2024-10-12 21:09:34,Australia
INV_001015,CUST_01140,PROD_0021,Product 21 Vintage,1,141.84,2024-09-26 19:06:25,Australia
INV_003569,CUST_00638,PROD_0007,Product 7 Eco,1,47.98,2024-05-13 15:26:09,United Kingdom
INV_004985,CUST_02175,PROD_0028,Product 28 Vintage,3,175.88,2024-03-05 18:15:17,United States
INV_000421,CUST_00919,PROD_0043,Product 43 Vintage,1,5.62,2024-11-25 01:10:26,United States
INV_005293,CUST_02343,PROD_0021,Product 21 Vintage,4,141.84,2024-03-11 14:48:45,United States
INV_000954,CUST_01893,PROD_0041,Product 41 Eco,1,154.87,2024-03-31 01:03:01,France
INV_001513,CUST_02254,PROD_0018,Product 18 Essential,3,171.78,2024-05-19 01:35:58,United States
INV_002625,CUST_00315,PROD_0036,Product 36 Vintage,1,159.45,2024-09-10 00:45:47,France
INV_003067,CUST_01811,PROD_0034,Product 34 Vintage,5,104.35,2024-01-22 06:40:08,United States
INV_004761,CUST_01063,PROD_0014,Product 14 Modern,1,29.33,2024-05-21 10:14:02,Germany
INV_006489,CUST_01998,PROD_0022,Product 22 Luxury,1,128.81,2024-10-27 04:54:44,Germany
INV_003669,CUST_02306,PROD_0028,Product 28 Vintage,2,175.88,2024-12-12 13:40:49,United States
INV_005840,CUST_00676,PROD_0024,Product 24 Modern,1,197.95,2024-05-10 12:47:03,United States
INV_006751,CUST_00408,PROD_0018,Product 18 Essential,2,171.78,2024-02-27 15:33:35,United States
INV_006508,CUST_00447,PROD_0018,Product 18 Essential,1,171.78,2024-04-20 02:12:50,Australia
INV_006024,CUST_01127,PROD_0018,Product 18 Essential,2,171.78,2024-06-21 04:53:50,Germany
INV_003807,CUST_01312,PROD_0010,Product 10 Essential,1,35.31,2024-08-08 16:04:08,United States
INV_007691,CUST_00646,PROD_0029,Product 29 Essential,1,132.8,2024-02-28 14:34:38,United Kingdom
INV_000199,CUST_02277,PROD_0040,Product 40 Luxury,4,137.92,2024-01-04 22:36:54,United Kingdom
INV_004076,CUST_00351,PROD_0030,Product 30 Modern,2,32.85,2024-04-25 11:21:18,United Kingdom
INV_000603,CUST_00714,PROD_0020,Product 20 Essential,1,77.18,2024-11-04 05:47:11,United States
INV_000200,CUST_00783,PROD_0044,Product 44 Essential,1,153.57,2024-02-03 05:58:14,United States
INV_003088,CUST_02121,PROD_0017,Product 17 Luxury,1,133.94,2024-08-15 18:00:58,Germany
INV_004074,CUST_00818,PROD_0039,Product 39 Eco,2,194.35,2024-04-07 02:21:34,United States
INV_007820,CUST_02109,PROD_0031,Product 31 Vintage,1,150.26,2024-11-09 02:21:41,United States
INV_000901,CUST_01234,PROD_0033,Product 33 Modern,6,82.87,2024-04-14 05:43:57,United Kingdom
INV_004301,CUST_00514,PROD_0022,Product 22 Luxury,1,128.81,2024-12-25 12:18:26,United Kingdom
INV_002815,CUST_00024,PROD_0010,Product 10 Essential,1,35.31,2024-06-02 09:03:00,United States
INV_002978,CUST_01333,PROD_0011,Product 11 Essential,4,23.08,2024-03-11 11:18:34,United States
INV_003200,CUST_01880,PROD_0019,Product 19 Luxury,4,59.19,2024-04-16 23:17:45,United States
INV_005314,CUST_01108,PROD_0003,Product 3 Luxury,2,21.94,2024-09-27 15:10:10,United States
INV_007929,CUST_02412,PROD_0006,Product 6 Luxury,1,43.76,2024-12-28 00:11:50,United States
INV_004238,CUST_01590,PROD_0004,Product 4 Modern,2,10.8,2024-10-07 02:58:31,Australia
INV_006338,CUST_00673,PROD_0044,Product 44 Essential,3,153.57,2024-07-04 19:10:21,Germany
INV_004951,CUST_01347,PROD_0021,Product 21 Vintage,1,141.84,2024-10-02 21:58:17,Japan
INV_004604,CUST_00547,PROD_0042,Product 42 Essential,1,62.22,2024-06-04 07:11:05,France
INV_000687,CUST_01932,PROD_0047,Product 47 Vintage,5,153.68,2024-12-04 23:15:02,France
INV_000670,CUST_02484,PROD_0042,Product 42 Essential,1,62.22,2024-12-12 20:35:26,United Kingdom
INV_007884,CUST_01109,PROD_0045,Product 45 Eco,1,174.74,2024-07-27 04:33:01,United Kingdom
INV_007265,CUST_02150,PROD_0020,Product 20 Essential,3,77.18,2024-10-17 09:44:46,United States
INV_002016,CUST_00161,PROD_0013,Product 13 Eco,1,162.38,2024-08-04 14:08:58,United States
INV_000879,CUST_02440,PROD_0049,Product 49 Eco,4,100.27,2024-06-03 01:32:25,Australia
INV_003875,CUST_01321,PROD_0037,Product 37 Modern,2,17.38,2024-03-20 03:12:17,United States
INV_002068,CUST_01177,PROD_0010,Product 10 Essential,1,35.31,2024-06-14 20:25:41,United Kingdom
INV_003442,CUST_02431,PROD_0038,Product 38 Modern,4,199.23,2024-06-17 11:30:31,Australia
INV_000830,CUST_01210,PROD_0030,Product 30 Modern,1,32.85,2024-02-29 04:34:38,United States
INV_007267,CUST_00804,PROD_0025,Product 25 Eco,2,138.49,2024-09-29 06:43:58,United States
INV_000425,CUST_02281,PROD_0045,Product 45 Eco,3,174.74,2024-01-11 04:42:12,United Kingdom
INV_007678,CUST_01283,PROD_0015,Product 15 Modern,4,112.64,2024-03-14 13:57:20,France
INV_003830,CUST_00016,PROD_0004,Product 4 Modern,2,10.8,2024-06-23 23:30:50,Australia
INV_004911,CUST_01721,PROD_0041,Product 41 Eco,1,154.87,2024-06-04 11:08:39,Australia
INV_001863,CUST_02147,PROD_0039,Product 39 Eco,3,194.35,2024-09-22 08:06:39,United Kingdom
INV_005000,CUST_01717,PROD_0034,Product 34 Vintage,3,104.35,2024-05-31 20:22:51,United Kingdom
INV_005664,CUST_01984,PROD_0027,Product 27 Essential,2,57.2,2024-10-05 11:18:38,United States
INV_007531,CUST_01154,PROD_0005,Product 5 Vintage,4,103.53,2024-06-09 18:16:13,Germany
INV_005247,CUST_01446,PROD_0014,Product 14 Modern,1,29.33,2024-03-21 19:38:28,Australia
INV_003521,CUST_00326,PROD_0012,Product 12 Luxury,2,170.25,2024-01-30 18:49:57,Germany
INV_005842,CUST_00340,PROD_0045,Product 45 Eco,2,174.74,2024-02-09 02:13:03,United States
INV_002825,CUST_00991,PROD_0020,Product 20 Essential,2,77.18,2024-06-18 05:50:34,France
INV_001476,CUST_00547,PROD_0005,Product 5 Vintage,2,103.53,2024-02-23 15:55:51,United States
INV_006410,CUST_00488,PROD_0038,Product 38 Modern,1,199.23,2024-06-25 03:36:48,United Kingdom
INV_003885,CUST_00212,PROD_0008,Product 8 Eco,1,162.83,2024-04-16 18:51:28,United States
INV_002614,CUST_01377,PROD_0035,Product 35 Luxury,3,172.91,2024-07-11 21:52:19,United Kingdom
INV_007313,CUST_00602,PROD_0018,Product 18 Essential,1,171.78,2024-04-09 07:32:34,United States
INV_006551,CUST_00687,PROD_0032,Product 32 Eco,1,150.66,2024-12-22 23:56:53,United States
INV_000478,CUST_01176,PROD_0033,Product 33 Modern,6,82.87,2024-01-30 19:11:05,United Kingdom
INV_002028,CUST_01025,PROD_0048,Product 48 Eco,1,184.1,2024-05-05 20:35:45,Germany
INV_002023,CUST_00464,PROD_0022,Product 22 Luxury,4,128.81,2024-03-10 19:35:26,France
INV_003444,CUST_00987,PROD_0004,Product 4 Modern,1,10.8,2024-06-03 00:59:50,United Kingdom
INV_003997,CUST_02255,PROD_0038,Product 38 Modern,1,199.23,2024-02-02 15:33:32,United States
INV_002083,CUST_01366,PROD_0004,Product 4 Modern,2,10.8,2024-05-12 13:43:14,United States
INV_007525,CUST_02167,PROD_0031,Product 31 Vintage,3,150.26,2024-03-03 13:34:55,United Kingdom
INV_003581,CUST_02422,PROD_0034,Product 34 Vintage,1,104.35,2024-09-01 05:50:47,United Kingdom
INV_003130,CUST_00858,PROD_0018,Product 18 Essential,1,171.78,2024-10-09 10:54:49,United States
INV_006196,CUST_01531,PROD_0039,Product 39 Eco,2,194.35,2024-10-21 05:53:04,United States
INV_002565,CUST_01656,PROD_0022,Product 22 Luxury,6,128.81,2024-02-17 16:13:34,United States
INV_001891,CUST_01383,PROD_0016,Product 16 Eco,1,117.57,2024-09-12 08:38:28,United States
INV_007287,CUST_02491,PROD_0033,Product 33 Modern,1,82.87,2024-01-16 20:59:52,Canada
INV_002615,CUST_01391,PROD_0020,Product 20 Essential,1,77.18,2024-03-05 17:04:41,United Kingdom
INV_000495,CUST_00334,PROD_0001,Product 1 Luxury,1,149.59,2024-08-14 07:31:33,Germany
INV_007793,CUST_00700,PROD_0001,Product 1 Luxury,2,149.59,2024-08-25 12:51:23,Canada
INV_003632,CUST_01138,PROD_0028,Product 28 Vintage,1,175.88,2024-12-26 02:34:38,United States
INV_002975,CUST_01169,PROD_0013,Product 13 Eco,1,162.38,2024-02-25 22:29:47,United States
INV_005955,CUST_00816,PROD_0032,Product 32 Eco,4,150.66,2024-12-15 12:20:00,United States
INV_003063,CUST_01829,PROD_0045,Product 45 Eco,4,174.74,2024-08-12 20:03:37,United States
INV_002770,CUST_00119,PROD_0037,Product 37 Modern,1,17.38,2024-02-01 11:33:50,United Kingdom
INV_005624,CUST_00924,PROD_0043,Product 43 Vintage,2,5.62,2024-11-17 13:17:32,United States
INV_002165,CUST_00286,PROD_0009,Product 9 Luxury,3,141.13,2024-08-20 08:10:47,United States
INV_001899,CUST_01833,PROD_0020,Product 20 Essential,5,77.18,2024-06-03 05:09:08,United States
INV_001001,CUST_00244,PROD_0010,Product 10 Essential,2,35.31,2024-08-09 09:28:40,United States
INV_001971,CUST_01612,PROD_0019,Product 19 Luxury,3,59.19,2024-10-16 02:13:27,United States
INV_001952,CUST_02204,PROD_0041,Product 41 Eco,3,154.87,2024-03-23 06:49:15,United States
INV_000192,CUST_00355,PROD_0016,Product 16 Eco,1,117.57,2024-04-18 07:47:58,Canada
INV_001532,CUST_02204,PROD_0026,Product 26 Luxury,3,165.24,2024-07-26 01:50:18,United States
INV_006632,CUST_02095,PROD_0027,Product 27 Essential,2,57.2,2024-03-15 21:30:15,United States
INV_003913,CUST_00709,PROD_0023,Product 23 Eco,1,36.85,2024-03-17 20:20:31,Germany
INV_004892,CUST_01428,PROD_0005,Product 5 Vintage,1,103.53,2024-01-27 21:36:50,United States
INV_004988,CUST_00623,PROD_0007,Product 7 Eco,1,47.98,2024-07-29 00:49:20,Australia
INV_002154,CUST_00978,PROD_0025,Product 25 Eco,2,138.49,2024-08-29 02:58:22,United States
INV_004992,CUST_02138,PROD_0015,Product 15 Modern,1,112.64,2024-06-12 14:27:58,Canada
INV_003968,CUST_00565,PROD_0026,Product 26 Luxury,1,165.24,2024-08-14 14:10:40,United Kingdom
INV_006690,CUST_01263,PROD_0006,Product 6 Luxury,1,43.76,2024-08-29 21:54:30,United States
INV_001784,CUST_01333,PROD_0040,Product 40 Luxury,2,137.92,2024-12-01 15:18:40,United Kingdom
INV_004289,CUST_02162,PROD_0007,Product 7 Eco,3,47.98,2024-11-05 23:48:53,United States
INV_003757,CUST_01601,PROD_0010,Product 10 Essential,3,35.31,2024-10-08 19:54:12,United States
INV_001219,CUST_02237,PROD_0022,Product 22 Luxury,1,128.81,2024-05-25 18:29:34,United States
INV_006557,CUST_00030,PROD_0021,Product 21 Vintage,1,141.84,2024-08-31 11:14:34,United States
INV_004246,CUST_02224,PROD_0008,Product 8 Eco,3,162.83,2024-04-24 21:17:17,United States
INV_006419,CUST_01500,PROD_0014,Product 14 Modern,1,29.33,2024-01-06 18:14:44,France
INV_003547,CUST_00439,PROD_0041,Product 41 Eco,1,154.87,2024-01-03 00:02:33,United States
INV_003089,CUST_00593,PROD_0015,Product 15 Modern,2,112.64,2024-01-23 06:14:21,United States
INV_000883,CUST_00761,PROD_0041,Product 41 Eco,2,154.87,2024-09-20 23:12:54,United Kingdom
INV_004314,CUST_01730,PROD_0022,Product 22 Luxury,1,128.81,2024-05-17 14:56:49,United States
INV_001409,CUST_00390,PROD_0003,Product 3 Luxury,3,21.94,2024-11-26 14:11:12,Germany
INV_000019,CUST_01938,PROD_0040,Product 40 Luxury,2,137.92,2024-11-09 14:25:03,United States
INV_005850,CUST_01353,PROD_0016,Product 16 Eco,2,117.57,2024-02-08 19:48:00,United States
INV_005123,CUST_00727,PROD_0026,Product 26 Luxury,1,165.24,2024-10-01 16:10:06,United States
INV_005779,CUST_01436,PROD_0032,Product 32 Eco,2,150.66,2024-06-29 14:56:51,Canada
INV_006097,CUST_00551,PROD_0017,Product 17 Luxury,2,133.94,2024-01-13 05:30:59,United States
INV_006230,CUST_02264,PROD_0014,Product 14 Modern,1,29.33,2024-10-06 17:33:09,Canada
INV_007942,CUST_02139,PROD_0001,Product 1 Luxury,1,149.59,2024-04-22 19:44:37,Canada
INV_007250,CUST_02474,PROD_0032,Product 32 Eco,1,150.66,2024-11-29 05:53:10,United States
INV_007699,CUST_00737,PROD_0014,Product 14 Modern,4,29.33,2024-01-17 14:24:57,United States
INV_001097,CUST_00051,PROD_0003,Product 3 Luxury,1,21.94,2024-04-04 23:23:05,United States
INV_000593,CUST_02121,PROD_0008,Product 8 Eco,1,162.83,2024-05-30 06:59:01,Canada
INV_004584,CUST_01104,PROD_0050,Product 50 Luxury,1,176.34,2024-08-12 06:34:41,United States
INV_003693,CUST_00609,PROD_0038,Product 38 Modern,1,199.23,2024-10-29 01:28:21,Germany
INV_007946,CUST_01876,PROD_0036,Product 36 Vintage,1,159.45,2024-08-14 08:27:09,United States
INV_001996,CUST_00946,PROD_0012,Product 12 Luxury,1,170.25,2024-08-19 14:29:04,United States
INV_001338,CUST_01929,PROD_0017,Product 17 Luxury,1,133.94,2024-02-19 16:31:32,Germany
INV_003988,CUST_02104,PROD_0015,Product 15 Modern,2,112.64,2024-03-19 20:17:25,France
INV_004581,CUST_01644,PROD_0006,Product 6 Luxury,1,43.76,2024-04-26 13:49:04,United States
INV_005636,CUST_00597,PROD_0041,Product 41 Eco,4,154.87,2024-10-27 04:07:06,United Kingdom
INV_006209,CUST_00550,PROD_0045,Product 45 Eco,1,174.74,2024-06-29 20:28:38,United Kingdom
INV_007694,CUST_02423,PROD_0005,Product 5 Vintage,1,103.53,2024-05-03 09:36:30,United States
INV_005196,CUST_00914,PROD_0027,Product 27 Essential,1,57.2,2024-01-28 09:20:04,United Kingdom
INV_000078,CUST_00164,PROD_0045,Product 45 Eco,1,174.74,2024-12-15 02:35:05,United States
INV_005063,CUST_00778,PROD_0019,Product 19 Luxury,1,59.19,2024-08-13 23:12:20,United States
INV_002464,CUST_01262,PROD_0016,Product 16 Eco,1,117.57,2024-06-22 01:04:10,Canada
INV_000828,CUST_00598,PROD_0019,Product 19 Luxury,1,59.19,2024-01-07 07:10:49,United States
INV_004783,CUST_00749,PROD_0024,Product 24 Modern,2,197.95,2024-09-24 20:27:39,Australia
INV_005881,CUST_02039,PROD_0015,Product 15 Modern,1,112.64,2024-06-29 00:10:11,Germany
INV_000412,CUST_00350,PROD_0027,Product 27 Essential,2,57.2,2024-02-06 04:58:03,United States
INV_001902,CUST_01237,PROD_0017,Product 17 Luxury,1,133.94,2024-01-03 13:13:33,United States
INV_006614,CUST_01908,PROD_0006,Product 6 Luxury,4,43.76,2024-07-20 09:55:33,United Kingdom
INV_000299,CUST_01562,PROD_0003,Product 3 Luxury,1,21.94,2024-05-29 22:30:53,Japan
INV_001525,CUST_01315,PROD_0015,Product 15 Modern,2,112.64,2024-05-28 02:39:01,Canada
INV_001688,CUST_01619,PROD_0012,Product 12 Luxury,1,170.25,2024-06-06 11:04:36,United Kingdom
INV_004631,CUST_02192,PROD_0008,Product 8 Eco,2,162.83,2024-05-21 16:45:30,United States
INV_001858,CUST_02219,PROD_0015,Product 15 Modern,3,112.64,2024-05-22 13:44:18,United Kingdom
INV_003351,CUST_01988,PROD_0032,Product 32 Eco,1,150.66,2024-09-18 06:59:35,Germany
INV_001123,CUST_02129,PROD_0039,Product 39 Eco,4,194.35,2024-06-09 09:58:06,Germany
INV_003401,CUST_01284,PROD_0048,Product 48 Eco,4,184.1,2024-05-27 15:40:30,United Kingdom
INV_004510,CUST_00044,PROD_0005,Product 5 Vintage,2,103.53,2024-03-17 01:19:28,United States
INV_006345,CUST_01372,PROD_0022,Product 22 Luxury,1,128.81,2024-11-15 20:08:26,Australia
INV_007957,CUST_02493,PROD_0006,Product 6 Luxury,1,43.76,2024-12-18 08:41:07,Canada
INV_006695,CUST_01029,PROD_0009,Product 9 Luxury,2,141.13,2024-06-28 07:47:00,United States
INV_002017,CUST_00202,PROD_0015,Product 15 Modern,1,112.64,2024-03-14 17:32:00,United States
INV_007372,CUST_00493,PROD_0010,Product 10 Essential,2,35.31,2024-01-31 20:04:09,United States
INV_002582,CUST_02215,PROD_0026,Product 26 Luxury,1,165.24,2024-07-31 06:52:04,United States
INV_001779,CUST_00637,PROD_0043,Product 43 Vintage,2,5.62,2024-02-02 17:50:16,Germany
INV_001377,CUST_00538,PROD_0020,Product 20 Essential,4,77.18,2024-03-23 00:26:08,Germany
INV_007597,CUST_01502,PROD_0032,Product 32 Eco,1,150.66,2024-01-19 05:26:05,United States
INV_003248,CUST_01340,PROD_0034,Product 34 Vintage,5,104.35,2024-05-05 07:35:29,United Kingdom
INV_003933,CUST_01162,PROD_0037,Product 37 Modern,1,17.38,2024-08-21 17:12:01,United States
INV_004046,CUST_01429,PROD_0006,Product 6 Luxury,2,43.76,2024-12-10 20:42:44,United States
INV_002903,CUST_00517,PROD_0048,Product 48 Eco,1,184.1,2024-07-21 03:07:45,Japan
INV_003827,CUST_01879,PROD_0004,Product 4 Modern,1,10.8,2024-12-28 15:49:39,United States
INV_002880,CUST_00702,PROD_0046,Product 46 Essential,3,123.74,2024-02-03 02:26:13,United States
INV_004762,CUST_02117,PROD_0029,Product 29 Essential,4,132.8,2024-06-06 14:44:46,United Kingdom
INV_004911,CUST_01721,PROD_0030,Product 30 Modern,3,32.85,2024-06-04 11:08:39,Australia
INV_004442,CUST_01652,PROD_0047,Product 47 Vintage,4,153.68,2024-08-27 10:05:20,France
INV_004578,CUST_01782,PROD_0032,Product 32 Eco,2,150.66,2024-10-10 20:59:35,United States
INV_007198,CUST_00893,PROD_0019,Product 19 Luxury,1,59.19,2024-03-03 09:38:49,United Kingdom
INV_004195,CUST_02251,PROD_0027,Product 27 Essential,9,57.2,2024-02-23 12:06:48,United States
INV_003861,CUST_01699,PROD_0040,Product 40 Luxury,2,137.92,2024-01-13 16:32:58,United States
INV_001834,CUST_00214,PROD_0040,Product 40 Luxury,3,137.92,2024-12-01 09:52:22,Germany
INV_001767,CUST_00935,PROD_0028,Product 28 Vintage,2,175.88,2024-05-01 17:51:52,United States
INV_004679,CUST_00622,PROD_0020,Product 20 Essential,2,77.18,2024-06-28 09:39:47,Canada
INV_007229,CUST_01893,PROD_0039,Product 39 Eco,2,194.35,2024-06-28 22:53:46,Canada
INV_002698,CUST_01681,PROD_0032,Product 32 Eco,1,150.66,2024-11-03 19:57:41,Australia
INV_001075,CUST_00626,PROD_0004,Product 4 Modern,1,10.8,2024-04-17 18:11:12,United States
INV_002593,CUST_00641,PROD_0011,Product 11 Essential,1,23.08,2024-07-15 18:38:49,United States
INV_002477,CUST_00561,PROD_0035,Product 35 Luxury,6,172.91,2024-03-18 09:12:54,United States
INV_000789,CUST_00232,PROD_0008,Product 8 Eco,3,162.83,2024-02-24 10:09:29,United Kingdom
INV_002125,CUST_00063,PROD_0027,Product 27 Essential,2,57.2,2024-08-29 22:16:04,United Kingdom
INV_000730,CUST_01381,PROD_0016,Product 16 Eco,4,117.57,2024-11-03 02:29:19,United States
INV_006946,CUST_02208,PROD_0038,Product 38 Modern,2,199.23,2024-05-27 09:15:40,Germany
INV_001861,CUST_00979,PROD_0016,Product 16 Eco,1,117.57,2024-05-04 13:05:08,Germany
INV_004290,CUST_01935,PROD_0028,Product 28 Vintage,1,175.88,2024-09-13 00:10:06,United Kingdom
INV_007798,CUST_02468,PROD_0043,Product 43 Vintage,7,5.62,2024-04-15 22:56:52,Germany
INV_004709,CUST_01713,PROD_0009,Product 9 Luxury,1,141.13,2024-06-11 10:33:18,United States
INV_002651,CUST_00082,PROD_0045,Product 45 Eco,2,174.74,2024-01-22 11:41:15,Canada
INV_006285,CUST_01518,PROD_0009,Product 9 Luxury,2,141.13,2024-06-24 08:36:03,Germany
INV_004975,CUST_02255,PROD_0013,Product 13 Eco,1,162.38,2024-10-03 18:48:07,United States
INV_006586,CUST_00309,PROD_0008,Product 8 Eco,1,162.83,2024-09-05 16:33:52,United States
INV_002284,CUST_02010,PROD_0007,Product 7 Eco,1,47.98,2024-07-04 16:34:56,United States
INV_001528,CUST_01536,PROD_0036,Product 36 Vintage,4,159.45,2024-07-18 17:42:28,France
