invoice_no,customer_id,product_id,stock_code,product_name,description,category,quantity,unit_price,total_spend,transaction_date,country,device
INV_006254,CUST_01046,PROD_0016,PROD_0016,Product 16 Eco,Product 16 Eco,Electronics,1,117.57,117.57,2024-12-28 15:26:26,United States,Desktop
INV_005360,CUST_01968,PROD_0001,PROD_0001,Product 1 Luxury,Product 1 Luxury,Electronics,1,149.59,149.59,2024-05-23 20:46:57,United Kingdom,Desktop
INV_004402,CUST_00087,PROD_0048,PROD_0048,Product 48 Eco,Product 48 Eco,Electronics,1,184.1,184.1,2024-11-07 15:01:48,United States,Desktop
INV_002843,CUST_02027,PROD_0042,PROD_0042,Product 42 Essential,Product 42 Essential,Electronics,1,62.22,62.22,2024-08-29 19:57:13,Australia,Desktop
INV_001282,CUST_01242,PROD_0004,PROD_0004,Product 4 Modern,Product 4 Modern,Electronics,1,10.8,10.8,2024-04-30 18:15:27,United States,Desktop
INV_006829,CUST_00953,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,2,32.2,64.4,2024-03-23 20:30:29,United Kingdom,Desktop
INV_001309,CUST_00923,PROD_0010,PROD_0010,Product 10 Essential,Product 10 Essential,Electronics,4,35.31,141.24,2024-09-20 04:34:39,United States,Desktop
INV_003809,CUST_01481,PROD_0001,PROD_0001,Product 1 Luxury,Product 1 Luxury,Electronics,1,149.59,149.59,2024-11-02 15:13:28,United States,Desktop
INV_004276,CUST_01928,PROD_0019,PROD_0019,Product 19 Luxury,Product 19 Luxury,Electronics,2,59.19,118.38,2024-04-24 04:51:58,United Kingdom,Desktop
INV_002591,CUST_02269,PROD_0004,PROD_0004,Product 4 Modern,Product 4 Modern,Electronics,8,10.8,86.4,2024-09-23 04:09:00,United Kingdom,Desktop
INV_001648,CUST_00940,PROD_0026,PROD_0026,Product 26 Luxury,Product 26 Luxury,Electronics,1,165.24,165.24,2024-12-30 10:43:24,France,Desktop
INV_002423,CUST_02129,PROD_0022,PROD_0022,Product 22 Luxury,Product 22 Luxury,Electronics,1,128.81,128.81,2024-09-07 08:46:43,United States,Desktop
INV_005042,CUST_01348,PROD_0016,PROD_0016,Product 16 Eco,Product 16 Eco,Electronics,1,117.57,117.57,2024-02-08 08:55:18,United States,Desktop
INV_000438,CUST_01815,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,2,32.2,64.4,2024-09-14 01:42:56,United States,Desktop
INV_007331,CUST_00829,PROD_0048,PROD_0048,Product 48 Eco,Product 48 Eco,Electronics,2,184.1,368.2,2024-11-12 14:33:18,United States,Desktop
INV_005569,CUST_00386,PROD_0029,PROD_0029,Product 29 Essential,Product 29 Essential,Electronics,1,132.8,132.8,2024-06-25 13:58:57,United States,Desktop
INV_000532,CUST_01374,PROD_0037,PROD_0037,Product 37 Modern,Product 37 Modern,Electronics,1,17.38,17.38,2024-11-03 08:12:07,United States,Desktop
INV_003140,CUST_00961,PROD_0039,PROD_0039,Product 39 Eco,Product 39 Eco,Electronics,1,194.35,194.35,2024-06-02 18:03:18,United States,Desktop
INV_005418,CUST_01733,PROD_0025,PROD_0025,Product 25 Eco,Product 25 Eco,Electronics,1,138.49,138.49,2024-09-29 02:29:41,France,Desktop
INV_000812,CUST_00299,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,1,32.2,32.2,2024-03-14 01:48:32,France,Desktop
INV_000951,CUST_00448,PROD_0048,PROD_0048,Product 48 Eco,Product 48 Eco,Electronics,4,184.1,736.4,2024-09-19 23:23:45,France,Desktop
INV_001104,CUST_01528,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,2,32.2,64.4,2024-02-16 08:53:50,United Kingdom,Desktop
INV_003570,CUST_00969,PROD_0042,PROD_0042,Product 42 Essential,Product 42 Essential,Electronics,1,62.22,62.22,2024-01-21 05:02:47,Germany,Desktop
INV_004257,CUST_02259,PROD_0014,PROD_0014,Product 14 Modern,Product 14 Modern,Electronics,2,29.33,58.66,2024-05-01 22:56:21,Australia,Desktop
INV_004039,CUST_01001,PROD_0008,PROD_0008,Product 8 Eco,Product 8 Eco,Electronics,2,162.83,325.66,2024-08-12 07:28:29,Germany,Desktop
INV_007506,CUST_02299,PROD_0031,PROD_0031,Product 31 Vintage,Product 31 Vintage,Electronics,4,150.26,601.04,2024-06-29 07:17:02,United States,Desktop
INV_006252,CUST_00984,PROD_0028,PROD_0028,Product 28 Vintage,Product 28 Vintage,Electronics,1,175.88,175.88,2024-06-24 06:20:44,United States,Desktop
INV_004268,CUST_02460,PROD_0048,PROD_0048,Product 48 Eco,Product 48 Eco,Electronics,2,184.1,368.2,2024-04-01 03:31:59,United States,Desktop
INV_003745,CUST_01738,PROD_0038,PROD_0038,Product 38 Modern,Product 38 Modern,Electronics,2,199.23,398.46,2024-03-16 15:01:14,United States,Desktop
INV_005047,CUST_00196,PROD_0013,PROD_0013,Product 13 Eco,Product 13 Eco,Electronics,1,162.38,162.38,2024-05-06 00:40:29,United Kingdom,Desktop
INV_001746,CUST_00724,PROD_0012,PROD_0012,Product 12 Luxury,Product 12 Luxury,Electronics,2,170.25,340.5,2024-06-12 16:51:26,United Kingdom,Desktop
INV_004257,CUST_02259,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,1,32.2,32.2,2024-05-01 22:56:21,Australia,Desktop
INV_001153,CUST_00528,PROD_0026,PROD_0026,Product 26 Luxury,Product 26 Luxury,Electronics,2,165.24,330.48,2024-02-05 17:18:10,Canada,Desktop
INV_000073,CUST_00309,PROD_0008,PROD_0008,Product 8 Eco,Product 8 Eco,Electronics,1,162.83,162.83,2024-12-08 23:08:53,Germany,Desktop
INV_000500,CUST_02157,PROD_0007,PROD_0007,Product 7 Eco,Product 7 Eco,Electronics,1,47.98,47.98,2024-02-06 07:02:41,United Kingdom,Desktop
INV_002853,CUST_00354,PROD_0018,PROD_0018,Product 18 Essential,Product 18 Essential,Electronics,1,171.78,171.78,2024-09-16 01:25:00,United Kingdom,Desktop
INV_002850,CUST_01599,PROD_0003,PROD_0003,Product 3 Luxury,Product 3 Luxury,Electronics,1,21.94,21.94,2024-06-10 21:25:36,France,Desktop
INV_000624,CUST_02186,PROD_0027,PROD_0027,Product 27 Essential,Product 27 Essential,Electronics,4,57.2,228.8,2024-02-06 06:48:57,United Kingdom,Desktop
INV_006596,CUST_01040,PROD_0045,PROD_0045,Product 45 Eco,Product 45 Eco,Electronics,3,174.74,524.22,2024-08-12 07:42:19,France,Desktop
INV_004220,CUST_00864,PROD_0008,PROD_0008,Product 8 Eco,Product 8 Eco,Electronics,1,162.83,162.83,2024-02-17 16:05:41,United States,Desktop
INV_001567,CUST_00300,PROD_0028,PROD_0028,Product 28 Vintage,Product 28 Vintage,Electronics,1,175.88,175.88,2024-04-22 21:04:45,Germany,Desktop
INV_005952,CUST_00275,PROD_0001,PROD_0001,Product 1 Luxury,Product 1 Luxury,Electronics,2,149.59,299.18,2024-10-16 04:39:10,United States,Desktop
INV_004990,CUST_01141,PROD_0048,PROD_0048,Product 48 Eco,Product 48 Eco,Electronics,1,184.1,184.1,2024-01-19 23:53:40,Australia,Desktop
INV_000055,CUST_00874,PROD_0008,PROD_0008,Product 8 Eco,Product 8 Eco,Electronics,1,162.83,162.83,2024-07-15 11:11:13,United States,Desktop
INV_000155,CUST_01915,PROD_0014,PROD_0014,Product 14 Modern,Product 14 Modern,Electronics,2,29.33,58.66,2024-12-23 02:44:56,United States,Desktop
INV_007879,CUST_00758,PROD_0034,PROD_0034,Product 34 Vintage,Product 34 Vintage,Electronics,2,104.35,208.7,2024-02-05 11:57:08,Australia,Desktop
INV_001000,CUST_00847,PROD_0045,PROD_0045,Product 45 Eco,Product 45 Eco,Electronics,2,174.74,349.48,2024-11-11 22:38:52,United States,Desktop
INV_005975,CUST_00382,PROD_0004,PROD_0004,Product 4 Modern,Product 4 Modern,Electronics,2,10.8,21.6,2024-12-03 16:22:22,United States,Desktop
INV_003630,CUST_00187,PROD_0026,PROD_0026,Product 26 Luxury,Product 26 Luxury,Electronics,1,165.24,165.24,2024-07-26 05:11:37,United States,Desktop
INV_005100,CUST_02290,PROD_0022,PROD_0022,Product 22 Luxury,Product 22 Luxury,Electronics,1,128.81,128.81,2024-09-09 13:01:34,United States,Desktop
INV_007801,CUST_02490,PROD_0019,PROD_0019,Product 19 Luxury,Product 19 Luxury,Electronics,4,59.19,236.76,2024-01-09 17:28:49,United States,Desktop
INV_004577,CUST_01870,PROD_0035,PROD_0035,Product 35 Luxury,Product 35 Luxury,Electronics,2,172.91,345.82,2024-08-18 12:31:03,United Kingdom,Desktop
INV_002747,CUST_01081,PROD_0001,PROD_0001,Product 1 Luxury,Product 1 Luxury,Electronics,1,149.59,149.59,2024-07-19 18:32:04,United States,Desktop
INV_004019,CUST_01865,PROD_0011,PROD_0011,Product 11 Essential,Product 11 Essential,Electronics,1,23.08,23.08,2024-02-25 01:59:07,Australia,Desktop
INV_006543,CUST_00412,PROD_0037,PROD_0037,Product 37 Modern,Product 37 Modern,Electronics,1,17.38,17.38,2024-04-20 06:13:41,United States,Desktop
INV_002516,CUST_02448,PROD_0006,PROD_0006,Product 6 Luxury,Product 6 Luxury,Electronics,2,43.76,87.52,2024-07-22 03:50:31,Germany,Desktop
INV_000140,CUST_01310,PROD_0034,PROD_0034,Product 34 Vintage,Product 34 Vintage,Electronics,2,104.35,208.7,2024-12-12 19:36:48,United Kingdom,Desktop
INV_004568,CUST_01947,PROD_0009,PROD_0009,Product 9 Luxury,Product 9 Luxury,Electronics,2,141.13,282.26,2024-02-24 07:10:22,United Kingdom,Desktop
INV_003341,CUST_00551,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,2,32.2,64.4,2024-03-17 21:41:06,United Kingdom,Desktop
INV_002335,CUST_00361,PROD_0027,PROD_0027,Product 27 Essential,Product 27 Essential,Electronics,1,57.2,57.2,2024-08-31 13:50:59,France,Desktop
INV_006653,CUST_00613,PROD_0036,PROD_0036,Product 36 Vintage,Product 36 Vintage,Electronics,1,159.45,159.45,2024-10-23 20:21:08,France,Desktop
INV_006982,CUST_01562,PROD_0036,PROD_0036,Product 36 Vintage,Product 36 Vintage,Electronics,1,159.45,159.45,2024-10-02 22:05:04,United States,Desktop
INV_001138,CUST_01086,PROD_0011,PROD_0011,Product 11 Essential,Product 11 Essential,Electronics,1,23.08,23.08,2024-11-27 01:42:35,United States,Desktop
INV_006264,CUST_02131,PROD_0026,PROD_0026,Product 26 Luxury,Product 26 Luxury,Electronics,1,165.24,165.24,2024-12-09 16:12:49,United States,Desktop
INV_007988,CUST_01291,PROD_0019,PROD_0019,Product 19 Luxury,Product 19 Luxury,Electronics,4,59.19,236.76,2024-05-15 18:09:05,United States,Desktop
INV_004956,CUST_00141,PROD_0046,PROD_0046,Product 46 Essential,Product 46 Essential,Electronics,1,123.74,123.74,2024-10-17 11:16:05,Canada,Desktop
INV_006963,CUST_00220,PROD_0033,PROD_0033,Product 33 Modern,Product 33 Modern,Electronics,1,82.87,82.87,2024-11-16 17:29:49,United Kingdom,Desktop
INV_002872,CUST_00484,PROD_0009,PROD_0009,Product 9 Luxury,Product 9 Luxury,Electronics,3,141.13,423.39,2024-12-04 05:05:30,United States,Desktop
INV_004154,CUST_00576,PROD_0007,PROD_0007,Product 7 Eco,Product 7 Eco,Electronics,1,47.98,47.98,2024-12-12 22:04:32,United States,Desktop
INV_002308,CUST_00580,PROD_0031,PROD_0031,Product 31 Vintage,Product 31 Vintage,Electronics,1,150.26,150.26,2024-07-08 20:49:44,Germany,Desktop
INV_001718,CUST_01023,PROD_0046,PROD_0046,Product 46 Essential,Product 46 Essential,Electronics,1,123.74,123.74,2024-11-20 19:12:16,United Kingdom,Desktop
INV_005281,CUST_01187,PROD_0039,PROD_0039,Product 39 Eco,Product 39 Eco,Electronics,2,194.35,388.7,2024-04-27 18:24:22,United States,Desktop
INV_007849,CUST_00080,PROD_0021,PROD_0021,Product 21 Vintage,Product 21 Vintage,Electronics,3,141.84,425.52,2024-09-10 20:15:06,United States,Desktop
INV_002899,CUST_01812,PROD_0021,PROD_0021,Product 21 Vintage,Product 21 Vintage,Electronics,1,141.84,141.84,2024-09-27 20:54:02,United States,Desktop
INV_006900,CUST_00742,PROD_0034,PROD_0034,Product 34 Vintage,Product 34 Vintage,Electronics,1,104.35,104.35,2024-10-22 22:41:44,France,Desktop
INV_000256,CUST_02357,PROD_0028,PROD_0028,Product 28 Vintage,Product 28 Vintage,Electronics,4,175.88,703.52,2024-08-16 00:22:56,Australia,Desktop
INV_005692,CUST_00392,PROD_0017,PROD_0017,Product 17 Luxury,Product 17 Luxury,Electronics,1,133.94,133.94,2024-04-05 14:41:04,France,Desktop
INV_006492,CUST_02099,PROD_0037,PROD_0037,Product 37 Modern,Product 37 Modern,Electronics,3,17.38,52.14,2024-11-16 03:17:57,United Kingdom,Desktop
INV_007354,CUST_01238,PROD_0031,PROD_0031,Product 31 Vintage,Product 31 Vintage,Electronics,2,150.26,300.52,2024-11-23 20:52:56,United States,Desktop
INV_002246,CUST_01450,PROD_0017,PROD_0017,Product 17 Luxury,Product 17 Luxury,Electronics,1,133.94,133.94,2024-11-23 20:52:49,United States,Desktop
INV_004679,CUST_00622,PROD_0032,PROD_0032,Product 32 Eco,Product 32 Eco,Electronics,2,150.66,301.32,2024-06-28 09:39:47,Canada,Desktop
INV_005654,CUST_01737,PROD_0050,PROD_0050,Product 50 Luxury,Product 50 Luxury,Electronics,1,176.34,176.34,2024-09-17 01:54:47,Germany,Desktop
INV_007323,CUST_00347,PROD_0049,PROD_0049,Product 49 Eco,Product 49 Eco,Electronics,6,100.27,601.62,2024-09-12 13:08:39,United Kingdom,Desktop
INV_007667,CUST_00788,PROD_0012,PROD_0012,Product 12 Luxury,Product 12 Luxury,Electronics,1,170.25,170.25,2024-12-18 22:21:55,United States,Desktop
INV_001184,CUST_01441,PROD_0016,PROD_0016,Product 16 Eco,Product 16 Eco,Electronics,2,117.57,235.14,2024-08-08 10:53:39,United Kingdom,Desktop
INV_003710,CUST_00071,PROD_0043,PROD_0043,Product 43 Vintage,Product 43 Vintage,Electronics,1,5.62,5.62,2024-05-20 17:47:53,United Kingdom,Desktop
INV_001882,CUST_02128,PROD_0010,PROD_0010,Product 10 Essential,Product 10 Essential,Electronics,2,35.31,70.62,2024-02-07 17:13:01,United States,Desktop
INV_005330,CUST_00434,PROD_0045,PROD_0045,Product 45 Eco,Product 45 Eco,Electronics,1,174.74,174.74,2024-08-25 21:31:16,United States,Desktop
INV_004109,CUST_01799,PROD_0035,PROD_0035,Product 35 Luxury,Product 35 Luxury,Electronics,2,172.91,345.82,2024-11-29 17:23:09,Germany,Desktop
INV_003883,CUST_01005,PROD_0004,PROD_0004,Product 4 Modern,Product 4 Modern,Electronics,2,10.8,21.6,2024-10-09 01:43:27,France,Desktop
INV_005531,CUST_00654,PROD_0048,PROD_0048,Product 48 Eco,Product 48 Eco,Electronics,1,184.1,184.1,2024-11-26 12:48:25,France,Desktop
INV_000475,CUST_01126,PROD_0041,PROD_0041,Product 41 Eco,Product 41 Eco,Electronics,1,154.87,154.87,2024-08-17 16:25:54,United States,Desktop
INV_000501,CUST_01735,PROD_0028,PROD_0028,Product 28 Vintage,Product 28 Vintage,Electronics,3,175.88,527.64,2024-07-16 11:27:22,United States,Desktop
INV_000940,CUST_01603,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,3,32.2,96.6,2024-06-28 20:03:42,France,Desktop
INV_004295,CUST_00473,PROD_0019,PROD_0019,Product 19 Luxury,Product 19 Luxury,Electronics,1,59.19,59.19,2024-09-26 03:54:35,United States,Desktop
INV_000199,CUST_02277,PROD_0025,PROD_0025,Product 25 Eco,Product 25 Eco,Electronics,3,138.49,415.47,2024-01-04 22:36:54,United Kingdom,Desktop
INV_007454,CUST_01249,PROD_0043,PROD_0043,Product 43 Vintage,Product 43 Vintage,Electronics,2,5.62,11.24,2024-10-26 21:08:52,United States,Desktop
INV_003883,CUST_01005,PROD_0044,PROD_0044,Product 44 Essential,Product 44 Essential,Electronics,2,153.57,307.14,2024-10-09 01:43:27,France,Desktop
INV_002763,CUST_00017,PROD_0013,PROD_0013,Product 13 Eco,Product 13 Eco,Electronics,4,162.38,649.52,2024-07-23 06:49:08,Germany,Desktop
INV_001985,CUST_00829,PROD_0036,PROD_0036,Product 36 Vintage,Product 36 Vintage,Electronics,1,159.45,159.45,2024-11-30 23:53:59,United States,Desktop
INV_005445,CUST_00635,PROD_0041,PROD_0041,Product 41 Eco,Product 41 Eco,Electronics,1,154.87,154.87,2024-07-31 20:38:20,France,Desktop
INV_001684,CUST_00949,PROD_0026,PROD_0026,Product 26 Luxury,Product 26 Luxury,Electronics,2,165.24,330.48,2024-08-26 21:59:10,United States,Desktop
INV_001192,CUST_01326,PROD_0008,PROD_0008,Product 8 Eco,Product 8 Eco,Electronics,1,162.83,162.83,2024-01-24 03:06:06,United States,Desktop
INV_002742,CUST_01284,PROD_0046,PROD_0046,Product 46 Essential,Product 46 Essential,Electronics,7,123.74,866.18,2024-01-18 03:37:16,Japan,Desktop
INV_007001,CUST_00046,PROD_0043,PROD_0043,Product 43 Vintage,Product 43 Vintage,Electronics,1,5.62,5.62,2024-07-31 17:18:59,United States,Desktop
INV_007033,CUST_02313,PROD_0011,PROD_0011,Product 11 Essential,Product 11 Essential,Electronics,2,23.08,46.16,2024-08-29 11:52:35,United States,Desktop
INV_005447,CUST_01069,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,3,32.2,96.6,2024-03-29 07:29:08,United States,Desktop
INV_002187,CUST_01946,PROD_0046,PROD_0046,Product 46 Essential,Product 46 Essential,Electronics,2,123.74,247.48,2024-02-24 00:12:56,United States,Desktop
INV_003245,CUST_00396,PROD_0039,PROD_0039,Product 39 Eco,Product 39 Eco,Electronics,1,194.35,194.35,2024-11-05 11:52:17,France,Desktop
INV_007913,CUST_00718,PROD_0048,PROD_0048,Product 48 Eco,Product 48 Eco,Electronics,1,184.1,184.1,2024-11-11 09:10:52,Canada,Desktop
INV_006823,CUST_00280,PROD_0012,PROD_0012,Product 12 Luxury,Product 12 Luxury,Electronics,2,170.25,340.5,2024-06-14 00:29:22,United States,Desktop
INV_004542,CUST_02320,PROD_0004,PROD_0004,Product 4 Modern,Product 4 Modern,Electronics,3,10.8,32.4,2024-12-27 06:46:17,United Kingdom,Desktop
INV_005317,CUST_00543,PROD_0035,PROD_0035,Product 35 Luxury,Product 35 Luxury,Electronics,1,172.91,172.91,2024-05-14 11:10:56,Germany,Desktop
INV_007233,CUST_02256,PROD_0006,PROD_0006,Product 6 Luxury,Product 6 Luxury,Electronics,2,43.76,87.52,2024-01-03 09:02:06,United States,Desktop
INV_000677,CUST_00449,PROD_0034,PROD_0034,Product 34 Vintage,Product 34 Vintage,Electronics,1,104.35,104.35,2024-06-10 18:26:12,United Kingdom,Desktop
INV_007204,CUST_02346,PROD_0035,PROD_0035,Product 35 Luxury,Product 35 Luxury,Electronics,1,172.91,172.91,2024-09-29 19:22:07,France,Desktop
INV_003888,CUST_01881,PROD_0020,PROD_0020,Product 20 Essential,Product 20 Essential,Electronics,1,77.18,77.18,2024-12-26 02:07:16,United Kingdom,Desktop
INV_005749,CUST_01922,PROD_0009,PROD_0009,Product 9 Luxury,Product 9 Luxury,Electronics,2,141.13,282.26,2024-03-01 13:10:51,France,Desktop
INV_006325,CUST_01470,PROD_0021,PROD_0021,Product 21 Vintage,Product 21 Vintage,Electronics,2,141.84,283.68,2024-07-30 11:06:42,Germany,Desktop
INV_004062,CUST_01435,PROD_0001,PROD_0001,Product 1 Luxury,Product 1 Luxury,Electronics,4,149.59,598.36,2024-12-07 06:17:00,United States,Desktop
INV_002060,CUST_01553,PROD_0008,PROD_0008,Product 8 Eco,Product 8 Eco,Electronics,4,162.83,651.32,2024-11-14 13:25:17,United States,Desktop
INV_001420,CUST_02331,PROD_0048,PROD_0048,Product 48 Eco,Product 48 Eco,Electronics,1,184.1,184.1,2024-09-20 11:04:56,United States,Desktop
INV_006932,CUST_01100,PROD_0025,PROD_0025,Product 25 Eco,Product 25 Eco,Electronics,3,138.49,415.47,2024-01-19 07:27:40,United States,Desktop
INV_004600,CUST_01615,PROD_0025,PROD_0025,Product 25 Eco,Product 25 Eco,Electronics,1,138.49,138.49,2024-09-28 09:05:57,United States,Desktop
INV_000646,CUST_01017,PROD_0005,PROD_0005,Product 5 Vintage,Product 5 Vintage,Electronics,1,103.53,103.53,2024-12-02 01:15:01,Canada,Desktop
INV_004948,CUST_00389,PROD_0009,PROD_0009,Product 9 Luxury,Product 9 Luxury,Electronics,1,141.13,141.13,2024-10-05 13:25:22,United States,Desktop
INV_005341,CUST_00026,PROD_0004,PROD_0004,Product 4 Modern,Product 4 Modern,Electronics,1,10.8,10.8,2024-01-31 21:32:13,United States,Desktop
INV_004521,CUST_02235,PROD_0039,PROD_0039,Product 39 Eco,Product 39 Eco,Electronics,1,194.35,194.35,2024-11-09 13:47:58,United States,Desktop
INV_005907,CUST_02494,PROD_0005,PROD_0005,Product 5 Vintage,Product 5 Vintage,Electronics,2,103.53,207.06,2024-08-10 02:28:20,United States,Desktop
INV_007792,CUST_01636,PROD_0045,PROD_0045,Product 45 Eco,Product 45 Eco,Electronics,2,174.74,349.48,2024-07-26 07:59:49,United States,Desktop
INV_007931,CUST_01623,PROD_0028,PROD_0028,Product 28 Vintage,Product 28 Vintage,Electronics,2,175.88,351.76,2024-02-23 00:45:15,United Kingdom,Desktop
INV_004768,CUST_01556,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,3,32.2,96.6,2024-01-06 12:39:26,Germany,Desktop
INV_003538,CUST_01024,PROD_0046,PROD_0046,Product 46 Essential,Product 46 Essential,Electronics,1,123.74,123.74,2024-11-19 00:15:07,United Kingdom,Desktop
INV_000618,CUST_00627,PROD_0028,PROD_0028,Product 28 Vintage,Product 28 Vintage,Electronics,2,175.88,351.76,2024-04-28 02:38:46,United States,Desktop
INV_004893,CUST_01292,PROD_0032,PROD_0032,Product 32 Eco,Product 32 Eco,Electronics,1,150.66,150.66,2024-12-26 13:55:32,United States,Desktop
INV_005330,CUST_00434,PROD_0015,PROD_0015,Product 15 Modern,Product 15 Modern,Electronics,1,112.64,112.64,2024-08-25 21:31:16,United States,Desktop
INV_000247,CUST_01089,PROD_0005,PROD_0005,Product 5 Vintage,Product 5 Vintage,Electronics,1,103.53,103.53,2024-11-17 00:45:39,United States,Desktop
INV_000683,CUST_00993,PROD_0035,PROD_0035,Product 35 Luxury,Product 35 Luxury,Electronics,1,172.91,172.91,2024-01-13 06:15:30,United Kingdom,Desktop
INV_002889,CUST_00286,PROD_0018,PROD_0018,Product 18 Essential,Product 18 Essential,Electronics,1,171.78,171.78,2024-02-02 22:11:24,United States,Desktop
INV_006207,CUST_02052,PROD_0032,PROD_0032,Product 32 Eco,Product 32 Eco,Electronics,3,150.66,451.98,2024-07-20 11:04:17,United States,Desktop
INV_002347,CUST_00215,PROD_0034,PROD_0034,Product 34 Vintage,Product 34 Vintage,Electronics,1,104.35,104.35,2024-12-25 04:19:57,United Kingdom,Desktop
INV_000188,CUST_01107,PROD_0015,PROD_0015,Product 15 Modern,Product 15 Modern,Electronics,4,112.64,450.56,2024-08-27 04:43:09,France,Desktop
INV_000704,CUST_01051,PROD_0045,PROD_0045,Product 45 Eco,Product 45 Eco,Electronics,4,174.74,698.96,2024-10-17 05:41:58,United Kingdom,Desktop
INV_000799,CUST_01562,PROD_0031,PROD_0031,Product 31 Vintage,Product 31 Vintage,Electronics,3,150.26,450.78,2024-11-01 04:13:46,United Kingdom,Desktop
INV_003962,CUST_01511,PROD_0019,PROD_0019,Product 19 Luxury,Product 19 Luxury,Electronics,2,59.19,118.38,2024-11-12 23:02:49,Canada,Desktop
INV_007447,CUST_00202,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,3,32.2,96.6,2024-12-15 14:38:29,United States,Desktop
INV_006311,CUST_01711,PROD_0031,PROD_0031,Product 31 Vintage,Product 31 Vintage,Electronics,2,150.26,300.52,2024-12-12 06:23:03,United States,Desktop
INV_001997,CUST_00107,PROD_0010,PROD_0010,Product 10 Essential,Product 10 Essential,Electronics,2,35.31,70.62,2024-05-19 12:33:30,United States,Desktop
INV_001662,CUST_01628,PROD_0016,PROD_0016,Product 16 Eco,Product 16 Eco,Electronics,4,117.57,470.28,2024-10-20 04:50:53,United States,Desktop
INV_002036,CUST_00615,PROD_0026,PROD_0026,Product 26 Luxury,Product 26 Luxury,Electronics,1,165.24,165.24,2024-03-03 23:06:21,Canada,Desktop
INV_000203,CUST_02011,PROD_0045,PROD_0045,Product 45 Eco,Product 45 Eco,Electronics,1,174.74,174.74,2024-06-23 01:17:22,France,Desktop
INV_003643,CUST_02390,PROD_0026,PROD_0026,Product 26 Luxury,Product 26 Luxury,Electronics,1,165.24,165.24,2024-02-11 08:07:05,Germany,Desktop
INV_007582,CUST_00442,PROD_0045,PROD_0045,Product 45 Eco,Product 45 Eco,Electronics,1,174.74,174.74,2024-01-08 06:27:03,United States,Desktop
INV_006933,CUST_01759,PROD_0030,PROD_0030,Product 30 Modern,Product 30 Modern,Electronics,1,32.85,32.85,2024-04-08 19:46:57,United States,Desktop
INV_007495,CUST_01347,PROD_0027,PROD_0027,Product 27 Essential,Product 27 Essential,Electronics,3,57.2,171.6,2024-04-29 21:54:51,United States,Desktop
INV_004943,CUST_02212,PROD_0016,PROD_0016,Product 16 Eco,Product 16 Eco,Electronics,1,117.57,117.57,2024-05-21 23:28:40,Australia,Desktop
INV_004368,CUST_00540,PROD_0046,PROD_0046,Product 46 Essential,Product 46 Essential,Electronics,1,123.74,123.74,2024-03-18 02:50:03,United Kingdom,Desktop
INV_004102,CUST_00627,PROD_0050,PROD_0050,Product 50 Luxury,Product 50 Luxury,Electronics,1,176.34,176.34,2024-08-22 11:44:12,Canada,Desktop
INV_007793,CUST_00700,PROD_0046,PROD_0046,Product 46 Essential,Product 46 Essential,Electronics,2,123.74,247.48,2024-08-25 12:51:23,Canada,Desktop
INV_007702,CUST_02258,PROD_0034,PROD_0034,Product 34 Vintage,Product 34 Vintage,Electronics,1,104.35,104.35,2024-05-11 21:41:49,United States,Desktop
INV_003027,CUST_01242,PROD_0015,PROD_0015,Product 15 Modern,Product 15 Modern,Electronics,2,112.64,225.28,2024-11-09 22:58:09,Germany,Desktop
INV_007603,CUST_00958,PROD_0025,PROD_0025,Product 25 Eco,Product 25 Eco,Electronics,1,138.49,138.49,2024-01-04 14:51:43,United States,Desktop
INV_002162,CUST_02426,PROD_0044,PROD_0044,Product 44 Essential,Product 44 Essential,Electronics,2,153.57,307.14,2024-08-19 11:49:34,United Kingdom,Desktop
INV_002310,CUST_00188,PROD_0012,PROD_0012,Product 12 Luxury,Product 12 Luxury,Electronics,1,170.25,170.25,2024-04-04 05:57:55,Germany,Desktop
INV_001670,CUST_01641,PROD_0047,PROD_0047,Product 47 Vintage,Product 47 Vintage,Electronics,1,153.68,153.68,2024-11-01 06:48:25,United States,Desktop
INV_000470,CUST_02374,PROD_0038,PROD_0038,Product 38 Modern,Product 38 Modern,Electronics,3,199.23,597.69,2024-06-23 08:06:00,Germany,Desktop
INV_007064,CUST_01092,PROD_0013,PROD_0013,Product 13 Eco,Product 13 Eco,Electronics,3,162.38,487.14,2024-12-21 20:02:55,United States,Desktop
INV_001168,CUST_01965,PROD_0025,PROD_0025,Product 25 Eco,Product 25 Eco,Electronics,3,138.49,415.47,2024-07-30 11:16:25,France,Desktop
