invoice_no,customer_id,stock_code,description,quantity,unit_price,transaction_date,country,total_spend
INV_000608,CUST_02260,PROD_0040,Product 40 Luxury,1,137.92,2024-02-20 09:33:19,United Kingdom,137.92
INV_006226,CUST_00344,PROD_0049,Product 49 Eco,1,100.27,2024-12-22 13:35:43,Germany,100.27
INV_000201,CUST_01665,PROD_0011,Product 11 Essential,1,23.08,2024-07-08 17:52:32,United Kingdom,23.08
INV_000182,CUST_01518,PROD_0005,Product 5 Vintage,3,103.53,2024-01-27 18:43:24,United Kingdom,310.59
INV_003681,CUST_00452,PROD_0030,Product 30 Modern,1,32.85,2024-03-28 04:42:03,United States,32.85
INV_000231,CUST_00925,PROD_0025,Product 25 Eco,6,138.49,2024-10-28 05:59:16,United Kingdom,830.94
INV_007212,CUST_02091,PROD_0009,Product 9 Luxury,1,141.13,2024-04-08 08:42:41,United States,141.13
INV_004770,CUST_00846,PROD_0024,Product 24 Modern,6,197.95,2024-03-28 02:43:14,United States,1187.7
INV_003858,CUST_00918,PROD_0035,Product 35 Luxury,1,172.91,2024-07-16 02:48:34,United States,172.91
INV_002444,CUST_00640,PROD_0008,Product 8 Eco,1,162.83,2024-01-02 16:01:32,Japan,162.83
INV_005996,CUST_00336,PROD_0033,Product 33 Modern,1,82.87,2024-05-09 17:41:28,United States,82.87
INV_002352,CUST_01335,PROD_0012,Product 12 Luxury,1,170.25,2024-03-30 08:20:41,France,170.25
INV_007970,CUST_02014,PROD_0048,Product 48 Eco,1,184.1,2024-11-20 00:09:59,United Kingdom,184.1
INV_006467,CUST_01611,PROD_0032,Product 32 Eco,1,150.66,2024-06-27 21:54:10,United Kingdom,150.66
INV_007376,CUST_01145,PROD_0041,Product 41 Eco,1,154.87,2024-10-14 01:08:18,Canada,154.87
INV_005815,CUST_01355,PROD_0040,Product 40 Luxury,1,137.92,2024-09-02 06:14:06,Germany,137.92
INV_005402,CUST_00392,PROD_0048,Product 48 Eco,4,184.1,2024-05-29 04:28:31,Germany,736.4
INV_007046,CUST_02139,PROD_0031,Product 31 Vintage,2,150.26,2024-08-12 04:56:23,United Kingdom,300.52
INV_004615,CUST_00381,PROD_0043,Product 43 Vintage,1,5.62,2024-05-11 21:10:37,United States,5.62
INV_003544,CUST_01897,PROD_0031,Product 31 Vintage,1,150.26,2024-12-12 14:38:46,United Kingdom,150.26
INV_000575,CUST_00421,PROD_0041,Product 41 Eco,1,154.87,2024-02-01 02:17:46,United States,154.87
INV_007974,CUST_00432,PROD_0019,Product 19 Luxury,3,59.19,2024-06-21 22:26:57,United Kingdom,177.57
INV_005476,CUST_01034,PROD_0033,Product 33 Modern,2,82.87,2024-03-25 04:46:44,United Kingdom,165.74
INV_007379,CUST_02041,PROD_0037,Product 37 Modern,2,17.38,2024-01-19 21:04:21,United States,34.76
INV_000618,CUST_00627,PROD_0041,Product 41 Eco,1,154.87,2024-04-28 02:38:46,United States,154.87
INV_007152,CUST_00726,PROD_0016,Product 16 Eco,2,117.57,2024-01-01 06:03:31,Canada,235.14
INV_005635,CUST_00272,PROD_0009,Product 9 Luxury,1,141.13,2024-08-06 03:17:57,United States,141.13
INV_004870,CUST_00275,PROD_0020,Product 20 Essential,1,77.18,2024-10-12 05:25:09,United States,77.18
INV_002871,CUST_02078,PROD_0042,Product 42 Essential,4,62.22,2024-02-10 22:30:09,United States,248.88
INV_002820,CUST_01618,PROD_0001,Product 1 Luxury,2,149.59,2024-11-08 11:47:42,United States,299.18
INV_001960,CUST_00035,PROD_0049,Product 49 Eco,1,100.27,2024-01-26 20:44:11,United States,100.27
INV_007308,CUST_01708,PROD_0003,Product 3 Luxury,2,21.94,2024-05-13 12:21:15,United States,43.88
INV_004272,CUST_01704,PROD_0031,Product 31 Vintage,1,150.26,2024-01-28 17:25:57,United Kingdom,150.26
INV_007004,CUST_00964,PROD_0033,Product 33 Modern,1,82.87,2024-12-14 15:33:11,United Kingdom,82.87
INV_002245,CUST_00399,PROD_0011,Product 11 Essential,4,23.08,2024-12-22 09:41:49,United Kingdom,92.32
INV_004479,CUST_00790,PROD_0024,Product 24 Modern,2,197.95,2024-04-16 15:16:36,United States,395.9
INV_004066,CUST_00806,PROD_0004,Product 4 Modern,1,10.8,2024-06-16 19:00:18,United Kingdom,10.8
INV_003653,CUST_00739,PROD_0041,Product 41 Eco,2,154.87,2024-09-08 11:44:11,United States,309.74
INV_002275,CUST_01767,PROD_0020,Product 20 Essential,4,77.18,2024-03-25 19:30:34,United Kingdom,308.72
INV_007734,CUST_00462,PROD_0025,Product 25 Eco,4,138.49,2024-04-19 06:52:48,Germany,553.96
INV_006603,CUST_02441,PROD_0043,Product 43 Vintage,1,5.62,2024-06-30 22:50:20,Germany,5.62
INV_002138,CUST_01908,PROD_0031,Product 31 Vintage,1,150.26,2024-08-08 12:10:47,United States,150.26
INV_003552,CUST_01997,PROD_0022,Product 22 Luxury,2,128.81,2024-01-03 16:24:36,United States,257.62
INV_002044,CUST_02491,PROD_0007,Product 7 Eco,1,47.98,2024-12-08 19:23:15,United Kingdom,47.98
INV_000577,CUST_01746,PROD_0050,Product 50 Luxury,1,176.34,2024-03-05 17:14:30,Germany,176.34
INV_006861,CUST_00202,PROD_0011,Product 11 Essential,2,23.08,2024-02-12 23:17:43,United States,46.16
INV_007077,CUST_01926,PROD_0041,Product 41 Eco,2,154.87,2024-03-09 23:35:16,United Kingdom,309.74
INV_002877,CUST_00827,PROD_0049,Product 49 Eco,2,100.27,2024-06-19 12:47:14,Australia,200.54
INV_007682,CUST_02449,PROD_0035,Product 35 Luxury,2,172.91,2024-10-14 19:22:28,United States,345.82
INV_001344,CUST_01205,PROD_0013,Product 13 Eco,1,162.38,2024-06-29 02:33:44,Canada,162.38
INV_007984,CUST_00498,PROD_0047,Product 47 Vintage,2,153.68,2024-02-17 07:49:21,United Kingdom,307.36
INV_003374,CUST_01951,PROD_0025,Product 25 Eco,1,138.49,2024-09-12 16:09:51,Canada,138.49
INV_005384,CUST_01706,PROD_0036,Product 36 Vintage,6,159.45,2024-07-09 11:51:19,United States,956.7
INV_001903,CUST_00909,PROD_0010,Product 10 Essential,1,35.31,2024-03-24 10:17:37,Canada,35.31
INV_003043,CUST_00213,PROD_0007,Product 7 Eco,1,47.98,2024-11-27 14:33:00,Australia,47.98
INV_005379,CUST_00655,PROD_0038,Product 38 Modern,1,199.23,2024-07-08 06:21:28,Australia,199.23
INV_001353,CUST_01875,PROD_0012,Product 12 Luxury,1,170.25,2024-02-25 14:56:45,United States,170.25
INV_002167,CUST_01342,PROD_0037,Product 37 Modern,2,17.38,2024-07-10 23:09:52,United Kingdom,34.76
INV_002345,CUST_01370,PROD_0024,Product 24 Modern,1,197.95,2024-08-27 13:10:22,France,197.95
INV_001713,CUST_00896,PROD_0006,Product 6 Luxury,1,43.76,2024-12-13 07:37:53,United Kingdom,43.76
INV_004472,CUST_00735,PROD_0043,Product 43 Vintage,1,5.62,2024-02-28 09:21:17,United Kingdom,5.62
INV_006706,CUST_00444,PROD_0006,Product 6 Luxury,8,43.76,2024-05-13 02:22:21,Germany,350.08
INV_005355,CUST_01827,PROD_0014,Product 14 Modern,3,29.33,2024-01-05 15:50:17,Japan,87.99
INV_002279,CUST_01827,PROD_0031,Product 31 Vintage,1,150.26,2024-01-08 06:54:01,Canada,150.26
INV_003940,CUST_02043,PROD_0013,Product 13 Eco,1,162.38,2024-01-19 04:07:53,Japan,162.38
INV_000811,CUST_02478,PROD_0019,Product 19 Luxury,1,59.19,2024-08-22 03:38:26,United States,59.19
INV_001479,CUST_02268,PROD_0015,Product 15 Modern,1,112.64,2024-09-02 16:06:12,United States,112.64
INV_003590,CUST_01490,PROD_0018,Product 18 Essential,2,171.78,2024-04-18 22:58:15,Australia,343.56
INV_005576,CUST_00116,PROD_0018,Product 18 Essential,8,171.78,2024-12-29 07:50:52,United Kingdom,1374.24
INV_006214,CUST_01455,PROD_0024,Product 24 Modern,3,197.95,2024-03-16 11:16:36,France,593.85
INV_001004,CUST_02346,PROD_0029,Product 29 Essential,3,132.8,2024-04-13 19:49:04,Australia,398.4
INV_001899,CUST_01833,PROD_0049,Product 49 Eco,2,100.27,2024-06-03 05:09:08,United States,200.54
INV_000042,CUST_02176,PROD_0005,Product 5 Vintage,1,103.53,2024-03-02 03:22:45,United States,103.53
INV_005718,CUST_01561,PROD_0017,Product 17 Luxury,3,133.94,2024-01-08 23:01:08,United Kingdom,401.82
INV_003732,CUST_00657,PROD_0026,Product 26 Luxury,1,165.24,2024-01-05 05:17:35,United States,165.24
INV_004348,CUST_00106,PROD_0006,Product 6 Luxury,5,43.76,2024-05-23 12:22:03,United States,218.8
INV_003044,CUST_01772,PROD_0048,Product 48 Eco,2,184.1,2024-11-23 21:50:01,Japan,368.2
INV_003447,CUST_00368,PROD_0026,Product 26 Luxury,5,165.24,2024-10-29 00:58:35,United Kingdom,826.2
INV_007933,CUST_01762,PROD_0023,Product 23 Eco,1,36.85,2024-04-11 17:57:10,Japan,36.85
INV_005512,CUST_00008,PROD_0006,Product 6 Luxury,3,43.76,2024-09-09 12:08:15,United States,131.28
INV_001189,CUST_02157,PROD_0036,Product 36 Vintage,1,159.45,2024-07-04 15:10:49,United States,159.45
INV_001263,CUST_01310,PROD_0005,Product 5 Vintage,3,103.53,2024-12-19 17:18:47,Germany,310.59
INV_003557,CUST_01800,PROD_0004,Product 4 Modern,4,10.8,2024-03-03 20:24:18,United States,43.2
INV_003934,CUST_00891,PROD_0006,Product 6 Luxury,1,43.76,2024-02-09 23:17:08,United Kingdom,43.76
INV_003963,CUST_00021,PROD_0011,Product 11 Essential,4,23.08,2024-12-28 18:32:22,Germany,92.32
INV_001422,CUST_00119,PROD_0044,Product 44 Essential,1,153.57,2024-11-30 23:47:20,Germany,153.57
INV_007888,CUST_02394,PROD_0045,Product 45 Eco,3,174.74,2024-09-16 15:44:31,United States,524.22
INV_002709,CUST_00692,PROD_0013,Product 13 Eco,5,162.38,2024-01-20 08:00:39,United States,811.9
INV_004623,CUST_00051,PROD_0026,Product 26 Luxury,2,165.24,2024-03-03 11:32:43,United States,330.48
INV_002600,CUST_01398,PROD_0006,Product 6 Luxury,1,43.76,2024-05-27 19:12:03,United States,43.76
INV_006493,CUST_00464,PROD_0019,Product 19 Luxury,4,59.19,2024-12-20 21:58:57,United Kingdom,236.76
INV_000807,CUST_00833,PROD_0036,Product 36 Vintage,2,159.45,2024-05-08 06:16:27,United Kingdom,318.9
INV_006405,CUST_01305,PROD_0022,Product 22 Luxury,1,128.81,2024-06-07 14:47:54,United States,128.81
INV_000086,CUST_00443,PROD_0002,Product 2 Vintage,2,32.2,2024-05-28 13:32:50,Canada,64.4
INV_005951,CUST_01981,PROD_0015,Product 15 Modern,2,112.64,2024-10-27 09:12:04,United Kingdom,225.28
INV_006620,CUST_00166,PROD_0001,Product 1 Luxury,2,149.59,2024-03-19 10:43:54,United States,299.18
INV_004960,CUST_00664,PROD_0018,Product 18 Essential,3,171.78,2024-06-03 02:06:17,United States,515.34
INV_000156,CUST_02188,PROD_0050,Product 50 Luxury,7,176.34,2024-01-11 11:20:43,Canada,1234.38
INV_003820,CUST_01717,PROD_0049,Product 49 Eco,2,100.27,2024-07-06 01:04:21,United Kingdom,200.54
INV_005679,CUST_01100,PROD_0007,Product 7 Eco,2,47.98,2024-02-19 11:39:36,France,95.96
INV_004844,CUST_01995,PROD_0003,Product 3 Luxury,3,21.94,2024-04-07 00:44:04,United States,65.82
INV_005043,CUST_01689,PROD_0030,Product 30 Modern,2,32.85,2024-11-07 10:12:19,United States,65.7
INV_006502,CUST_01500,PROD_0038,Product 38 Modern,1,199.23,2024-08-28 13:02:08,Canada,199.23
INV_006050,CUST_01033,PROD_0037,Product 37 Modern,2,17.38,2024-11-10 11:02:44,United States,34.76
INV_001853,CUST_02227,PROD_0007,Product 7 Eco,1,47.98,2024-05-15 00:28:10,United States,47.98
INV_007247,CUST_00183,PROD_0032,Product 32 Eco,1,150.66,2024-10-02 06:46:18,United States,150.66
INV_006934,CUST_01505,PROD_0043,Product 43 Vintage,4,5.62,2024-04-20 18:19:17,Germany,22.48
INV_003763,CUST_00154,PROD_0034,Product 34 Vintage,2,104.35,2024-04-22 16:06:31,United States,208.7
INV_002732,CUST_02484,PROD_0029,Product 29 Essential,4,132.8,2024-12-30 19:06:54,Germany,531.2
INV_005686,CUST_00969,PROD_0038,Product 38 Modern,5,199.23,2024-02-28 21:58:24,United States,996.15
INV_000987,CUST_02029,PROD_0028,Product 28 Vintage,3,175.88,2024-08-01 11:49:09,United Kingdom,527.64
INV_000552,CUST_01463,PROD_0028,Product 28 Vintage,4,175.88,2024-11-02 05:32:21,United States,703.52
INV_003552,CUST_01997,PROD_0031,Product 31 Vintage,1,150.26,2024-01-03 16:24:36,United States,150.26
INV_004713,CUST_01675,PROD_0034,Product 34 Vintage,4,104.35,2024-01-09 20:49:29,United States,417.4
INV_003526,CUST_00559,PROD_0032,Product 32 Eco,3,150.66,2024-07-05 06:43:02,United Kingdom,451.98
INV_004480,CUST_01746,PROD_0035,Product 35 Luxury,1,172.91,2024-08-14 23:38:24,Germany,172.91
INV_005993,CUST_01480,PROD_0028,Product 28 Vintage,2,175.88,2024-06-06 16:05:19,United Kingdom,351.76
INV_000190,CUST_01785,PROD_0013,Product 13 Eco,6,162.38,2024-11-16 16:24:15,Germany,974.28
INV_007630,CUST_00417,PROD_0024,Product 24 Modern,1,197.95,2024-11-18 23:58:41,Canada,197.95
INV_004227,CUST_02498,PROD_0024,Product 24 Modern,1,197.95,2024-05-29 02:32:43,United Kingdom,197.95
INV_002449,CUST_01811,PROD_0004,Product 4 Modern,1,10.8,2024-05-11 12:46:03,Germany,10.8
INV_007056,CUST_00396,PROD_0022,Product 22 Luxury,5,128.81,2024-07-29 10:02:29,Germany,644.05
INV_002363,CUST_01907,PROD_0045,Product 45 Eco,1,174.74,2024-06-27 02:15:55,United States,174.74
INV_003013,CUST_00548,PROD_0002,Product 2 Vintage,1,32.2,2024-09-08 01:17:17,Australia,32.2
INV_006432,CUST_00139,PROD_0038,Product 38 Modern,2,199.23,2024-08-23 00:33:39,Germany,398.46
INV_000733,CUST_01344,PROD_0007,Product 7 Eco,2,47.98,2024-02-03 16:27:16,United States,95.96
INV_005252,CUST_00844,PROD_0006,Product 6 Luxury,1,43.76,2024-04-05 12:57:09,United States,43.76
INV_005558,CUST_02416,PROD_0050,Product 50 Luxury,3,176.34,2024-12-23 02:52:48,United Kingdom,529.02
INV_006915,CUST_01468,PROD_0035,Product 35 Luxury,1,172.91,2024-06-21 11:12:11,Australia,172.91
INV_002227,CUST_00620,PROD_0033,Product 33 Modern,7,82.87,2024-09-12 23:46:33,United States,580.09
INV_004584,CUST_01104,PROD_0050,Product 50 Luxury,1,176.34,2024-08-12 06:34:41,United States,176.34
INV_005716,CUST_01853,PROD_0017,Product 17 Luxury,2,133.94,2024-10-03 22:17:27,France,267.88
INV_003308,CUST_00777,PROD_0027,Product 27 Essential,1,57.2,2024-01-02 14:57:56,United States,57.2
INV_003753,CUST_01982,PROD_0043,Product 43 Vintage,1,5.62,2024-01-18 17:46:27,United States,5.62
INV_007800,CUST_01221,PROD_0025,Product 25 Eco,2,138.49,2024-12-10 07:39:32,United States,276.98
INV_002380,CUST_00341,PROD_0002,Product 2 Vintage,1,32.2,2024-08-04 21:28:32,Germany,32.2
INV_000769,CUST_00555,PROD_0013,Product 13 Eco,3,162.38,2024-10-24 10:01:52,United Kingdom,487.14
INV_002353,CUST_01336,PROD_0012,Product 12 Luxury,2,170.25,2024-03-29 11:04:57,United States,340.5
INV_004590,CUST_00371,PROD_0013,Product 13 Eco,2,162.38,2024-04-30 02:38:17,France,324.76
INV_006383,CUST_02234,PROD_0043,Product 43 Vintage,1,5.62,2024-04-25 05:42:24,United States,5.62
INV_005068,CUST_02450,PROD_0023,Product 23 Eco,1,36.85,2024-12-21 05:35:48,Canada,36.85
INV_007911,CUST_00747,PROD_0015,Product 15 Modern,3,112.64,2024-06-14 21:05:03,Australia,337.92
INV_005203,CUST_00445,PROD_0041,Product 41 Eco,2,154.87,2024-10-22 12:56:03,United States,309.74
INV_002894,CUST_02268,PROD_0030,Product 30 Modern,1,32.85,2024-12-05 06:02:32,United States,32.85
INV_000872,CUST_01594,PROD_0028,Product 28 Vintage,2,175.88,2024-09-19 22:25:23,Canada,351.76
INV_002395,CUST_00225,PROD_0023,Product 23 Eco,1,36.85,2024-07-18 21:41:30,Australia,36.85
INV_001195,CUST_01495,PROD_0011,Product 11 Essential,2,23.08,2024-01-29 04:02:36,United States,46.16
INV_007247,CUST_00183,PROD_0041,Product 41 Eco,5,154.87,2024-10-02 06:46:18,United States,774.35
INV_001427,CUST_02150,PROD_0015,Product 15 Modern,2,112.64,2024-10-25 01:53:10,Germany,225.28
INV_003647,CUST_00836,PROD_0035,Product 35 Luxury,2,172.91,2024-08-13 21:29:58,United Kingdom,345.82
INV_007831,CUST_00169,PROD_0013,Product 13 Eco,1,162.38,2024-05-08 02:42:16,United Kingdom,162.38
INV_004402,CUST_00087,PROD_0008,Product 8 Eco,4,162.83,2024-11-07 15:01:48,United States,651.32
INV_005985,CUST_01218,PROD_0030,Product 30 Modern,1,32.85,2024-12-17 23:30:33,United Kingdom,32.85
INV_006754,CUST_00714,PROD_0004,Product 4 Modern,1,10.8,2024-10-23 00:10:23,United States,10.8
INV_004701,CUST_01302,PROD_0026,Product 26 Luxury,4,165.24,2024-07-14 01:49:07,United Kingdom,660.96
INV_007182,CUST_02323,PROD_0012,Product 12 Luxury,2,170.25,2024-05-12 05:23:17,United States,340.5
INV_003462,CUST_00509,PROD_0010,Product 10 Essential,4,35.31,2024-10-19 15:12:20,Germany,141.24
INV_007875,CUST_00562,PROD_0011,Product 11 Essential,1,23.08,2024-04-21 15:24:47,United States,23.08
INV_006396,CUST_02014,PROD_0037,Product 37 Modern,3,17.38,2024-12-13 07:09:55,France,52.14
INV_005825,CUST_00916,PROD_0023,Product 23 Eco,1,36.85,2024-11-23 23:12:01,France,36.85
INV_003489,CUST_02095,PROD_0011,Product 11 Essential,1,23.08,2024-08-22 22:29:35,United States,23.08
INV_000046,CUST_02334,PROD_0047,Product 47 Vintage,2,153.68,2024-04-05 14:53:36,United Kingdom,307.36
INV_007017,CUST_01793,PROD_0024,Product 24 Modern,1,197.95,2024-11-19 22:17:34,United States,197.95
INV_005864,CUST_01256,PROD_0029,Product 29 Essential,1,132.8,2024-04-24 01:02:48,Germany,132.8
INV_006570,CUST_02340,PROD_0009,Product 9 Luxury,3,141.13,2024-12-31 21:21:36,United States,423.39
INV_000330,CUST_01238,PROD_0028,Product 28 Vintage,1,175.88,2024-03-18 08:50:13,Japan,175.88
INV_003020,CUST_01824,PROD_0018,Product 18 Essential,4,171.78,2024-09-18 01:47:09,United States,687.12
INV_005305,CUST_00097,PROD_0001,Product 1 Luxury,1,149.59,2024-07-09 03:29:13,United States,149.59
INV_004730,CUST_01665,PROD_0032,Product 32 Eco,1,150.66,2024-12-02 17:36:36,United Kingdom,150.66
INV_000136,CUST_01013,PROD_0016,Product 16 Eco,1,117.57,2024-11-22 04:05:22,United Kingdom,117.57
INV_005458,CUST_01432,PROD_0016,Product 16 Eco,1,117.57,2024-09-29 13:28:32,United States,117.57
INV_002093,CUST_01293,PROD_0024,Product 24 Modern,7,197.95,2024-08-03 14:37:35,United Kingdom,1385.65
INV_006767,CUST_01063,PROD_0045,Product 45 Eco,4,174.74,2024-02-06 22:11:29,France,698.96
INV_007768,CUST_00305,PROD_0033,Product 33 Modern,3,82.87,2024-03-14 17:44:04,United States,248.61
INV_004232,CUST_01425,PROD_0014,Product 14 Modern,1,29.33,2024-12-29 23:33:35,United States,29.33
INV_003283,CUST_00912,PROD_0036,Product 36 Vintage,3,159.45,2024-08-24 03:33:35,Canada,478.35
INV_004618,CUST_01969,PROD_0017,Product 17 Luxury,2,133.94,2024-01-14 12:36:28,United States,267.88
INV_007007,CUST_00195,PROD_0029,Product 29 Essential,4,132.8,2024-11-01 07:37:27,United Kingdom,531.2
INV_000423,CUST_01142,PROD_0018,Product 18 Essential,5,171.78,2024-08-10 22:59:59,United States,858.9
INV_005646,CUST_01403,PROD_0027,Product 27 Essential,1,57.2,2024-07-25 21:29:18,United Kingdom,57.2
INV_004783,CUST_00749,PROD_0020,Product 20 Essential,1,77.18,2024-09-24 20:27:39,Australia,77.18
INV_005900,CUST_00806,PROD_0040,Product 40 Luxury,3,137.92,2024-06-17 21:54:46,Germany,413.76
INV_007456,CUST_00294,PROD_0038,Product 38 Modern,5,199.23,2024-03-26 08:13:58,France,996.15
INV_003515,CUST_00750,PROD_0014,Product 14 Modern,1,29.33,2024-06-19 11:24:13,Japan,29.33
INV_005045,CUST_01469,PROD_0034,Product 34 Vintage,3,104.35,2024-11-13 19:44:47,Germany,313.05
INV_000240,CUST_01193,PROD_0003,Product 3 Luxury,1,21.94,2024-01-13 16:13:31,United States,21.94
INV_007458,CUST_02084,PROD_0029,Product 29 Essential,1,132.8,2024-10-31 16:29:24,United States,132.8
INV_001365,CUST_02176,PROD_0045,Product 45 Eco,2,174.74,2024-03-15 00:18:13,United States,349.48
INV_007678,CUST_01283,PROD_0035,Product 35 Luxury,2,172.91,2024-03-14 13:57:20,France,345.82
INV_001383,CUST_00443,PROD_0014,Product 14 Modern,2,29.33,2024-09-10 19:41:30,France,58.66
INV_004609,CUST_02493,PROD_0032,Product 32 Eco,1,150.66,2024-03-10 04:34:18,Germany,150.66
INV_004600,CUST_01615,PROD_0029,Product 29 Essential,1,132.8,2024-09-28 09:05:57,United States,132.8
INV_007059,CUST_00565,PROD_0005,Product 5 Vintage,1,103.53,2024-06-18 05:24:50,United States,103.53
INV_001378,CUST_02416,PROD_0048,Product 48 Eco,1,184.1,2024-07-14 23:31:32,United States,184.1
INV_001417,CUST_00684,PROD_0018,Product 18 Essential,1,171.78,2024-02-13 21:45:48,United States,171.78
INV_000715,CUST_01177,PROD_0003,Product 3 Luxury,4,21.94,2024-05-04 17:29:59,United States,87.76
INV_001035,CUST_01252,PROD_0040,Product 40 Luxury,2,137.92,2024-10-08 22:42:07,Germany,275.84
INV_006646,CUST_02168,PROD_0010,Product 10 Essential,1,35.31,2024-10-22 03:15:57,United States,35.31
INV_007335,CUST_01094,PROD_0014,Product 14 Modern,9,29.33,2024-05-23 14:44:18,Canada,263.97
INV_003865,CUST_02344,PROD_0042,Product 42 Essential,3,62.22,2024-06-16 00:04:26,United States,186.66
INV_006692,CUST_01426,PROD_0003,Product 3 Luxury,1,21.94,2024-05-24 11:00:35,United States,21.94
INV_001511,CUST_01322,PROD_0047,Product 47 Vintage,1,153.68,2024-08-19 19:19:40,United States,153.68
INV_006357,CUST_01814,PROD_0043,Product 43 Vintage,2,5.62,2024-08-20 13:33:12,United States,11.24
INV_001205,CUST_01604,PROD_0032,Product 32 Eco,1,150.66,2024-11-26 09:37:46,Japan,150.66
INV_004827,CUST_01367,PROD_0033,Product 33 Modern,1,82.87,2024-10-09 05:25:29,United States,82.87
INV_005668,CUST_02256,PROD_0033,Product 33 Modern,3,82.87,2024-06-01 15:46:48,United States,248.61
INV_007734,CUST_00462,PROD_0035,Product 35 Luxury,1,172.91,2024-04-19 06:52:48,Germany,172.91
INV_006361,CUST_00533,PROD_0018,Product 18 Essential,1,171.78,2024-08-19 14:01:50,United States,171.78
INV_007493,CUST_01265,PROD_0030,Product 30 Modern,1,32.85,2024-03-19 20:14:23,United States,32.85
INV_006742,CUST_02056,PROD_0035,Product 35 Luxury,3,172.91,2024-01-15 17:13:59,France,518.73
INV_005261,CUST_01575,PROD_0014,Product 14 Modern,4,29.33,2024-12-29 22:36:35,United Kingdom,117.32
INV_007639,CUST_00737,PROD_0022,Product 22 Luxury,2,128.81,2024-03-01 09:50:53,United States,257.62
INV_002517,CUST_01402,PROD_0023,Product 23 Eco,1,36.85,2024-03-07 21:05:13,Germany,36.85
INV_007078,CUST_02294,PROD_0036,Product 36 Vintage,1,159.45,2024-08-25 07:10:48,United States,159.45
INV_004048,CUST_01132,PROD_0041,Product 41 Eco,1,154.87,2024-04-30 03:06:07,United States,154.87
INV_007277,CUST_01375,PROD_0039,Product 39 Eco,2,194.35,2024-12-10 05:14:57,United States,388.7
INV_005815,CUST_01355,PROD_0026,Product 26 Luxury,2,165.24,2024-09-02 06:14:06,Germany,330.48
INV_004542,CUST_02320,PROD_0007,Product 7 Eco,2,47.98,2024-12-27 06:46:17,United Kingdom,95.96
INV_004041,CUST_00366,PROD_0018,Product 18 Essential,2,171.78,2024-03-16 06:44:21,Australia,343.56
INV_005570,CUST_01382,PROD_0045,Product 45 Eco,3,174.74,2024-04-03 17:48:43,United Kingdom,524.22
INV_003411,CUST_00598,PROD_0042,Product 42 Essential,1,62.22,2024-10-17 03:06:11,Germany,62.22
INV_004480,CUST_01746,PROD_0010,Product 10 Essential,1,35.31,2024-08-14 23:38:24,Germany,35.31
INV_001401,CUST_02024,PROD_0035,Product 35 Luxury,1,172.91,2024-02-27 22:07:38,Australia,172.91
INV_002081,CUST_01261,PROD_0011,Product 11 Essential,3,23.08,2024-04-26 14:50:58,United Kingdom,69.24
INV_000069,CUST_01134,PROD_0020,Product 20 Essential,1,77.18,2024-01-18 02:55:06,United States,77.18
INV_007863,CUST_01957,PROD_0030,Product 30 Modern,1,32.85,2024-02-23 04:15:08,United States,32.85
INV_005707,CUST_01812,PROD_0048,Product 48 Eco,2,184.1,2024-08-23 13:29:32,United States,368.2
INV_003977,CUST_02288,PROD_0019,Product 19 Luxury,1,59.19,2024-11-20 11:49:00,Canada,59.19
INV_002965,CUST_00493,PROD_0035,Product 35 Luxury,2,172.91,2024-09-12 15:22:32,Australia,345.82
INV_006563,CUST_00677,PROD_0020,Product 20 Essential,4,77.18,2024-10-24 20:21:08,United Kingdom,308.72
INV_007928,CUST_00666,PROD_0027,Product 27 Essential,1,57.2,2024-08-18 02:24:20,France,57.2
INV_000696,CUST_01220,PROD_0010,Product 10 Essential,1,35.31,2024-10-26 11:51:54,United States,35.31
INV_000209,CUST_01859,PROD_0006,Product 6 Luxury,1,43.76,2024-04-15 05:07:26,United States,43.76
INV_005476,CUST_01034,PROD_0003,Product 3 Luxury,3,21.94,2024-03-25 04:46:44,United Kingdom,65.82
INV_001286,CUST_01315,PROD_0041,Product 41 Eco,1,154.87,2024-04-14 15:10:34,Germany,154.87
INV_006963,CUST_00220,PROD_0008,Product 8 Eco,3,162.83,2024-11-16 17:29:49,United Kingdom,488.49
INV_000861,CUST_02048,PROD_0007,Product 7 Eco,2,47.98,2024-11-24 07:02:41,United States,95.96
INV_000433,CUST_01397,PROD_0030,Product 30 Modern,1,32.85,2024-03-02 03:09:38,United States,32.85
INV_006064,CUST_00188,PROD_0007,Product 7 Eco,1,47.98,2024-11-29 03:14:32,United States,47.98
INV_007683,CUST_00956,PROD_0026,Product 26 Luxury,2,165.24,2024-04-14 02:00:38,United States,330.48
INV_007478,CUST_00827,PROD_0047,Product 47 Vintage,1,153.68,2024-08-09 23:27:08,United States,153.68
INV_006012,CUST_01037,PROD_0012,Product 12 Luxury,1,170.25,2024-09-25 11:22:57,United States,170.25
INV_004596,CUST_00370,PROD_0018,Product 18 Essential,1,171.78,2024-10-08 05:25:18,United States,171.78
INV_005990,CUST_00282,PROD_0002,Product 2 Vintage,1,32.2,2024-02-06 15:04:45,Australia,32.2
INV_003111,CUST_02272,PROD_0013,Product 13 Eco,1,162.38,2024-04-05 12:33:11,United States,162.38
INV_002556,CUST_01949,PROD_0005,Product 5 Vintage,3,103.53,2024-12-30 16:52:43,Germany,310.59
INV_007521,CUST_01558,PROD_0038,Product 38 Modern,1,199.23,2024-03-27 12:05:19,United States,199.23
