customer_id,total_monetary_spend,transaction_frequency,total_items_purchased,first_purchase,last_purchase,views,carts,purchases,searches,total_sessions,cart_to_view_ratio,avg_order_value,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_total,customer_segment,cluster_id
CUST_01447,2000.48,1,17,2024-03-09 12:09:12,2024-03-09 12:09:12,7,4,1,2,4,0.5714,2000.48,297.5,1,2000.48,1,1,3,113,5,Potential Loyalists,Cluster_3
CUST_00690,310.78,1,3,2024-10-18 05:54:58,2024-10-18 05:54:58,14,4,1,2,4,0.2857,310.78,74.8,1,310.78,3,1,1,311,5,Potential Loyalists,Cluster_2
CUST_01577,1664.12,2,14,2024-02-17 14:09:13,2024-12-12 23:24:45,20,5,1,1,4,0.25,832.06,19.0,2,1664.12,5,2,2,522,9,New Customers,Cluster_3
CUST_00715,5692.94,5,43,2024-02-12 16:35:16,2024-09-11 17:36:37,23,5,4,6,7,0.2174,1138.59,111.3,5,5692.94,2,5,5,255,12,Loyal Customers,Cluster_4
CUST_00834,1810.4,2,13,2024-05-15 00:10:31,2024-09-23 23:56:15,6,2,2,2,4,0.3333,905.2,99.0,2,1810.4,3,2,3,323,8,Potential Loyalists,Cluster_3
CUST_01843,3480.29,6,38,2024-05-24 01:38:23,2024-12-12 20:19:15,40,10,2,6,8,0.25,580.05,19.2,6,3480.29,5,5,4,554,14,Champions,Cluster_1
CUST_00731,2340.0,2,21,2024-04-12 02:45:22,2024-07-16 13:51:09,17,4,1,3,3,0.2353,1170.0,168.4,2,2340.0,2,2,3,223,7,Potential Loyalists,Cluster_3
CUST_01530,6763.75,5,53,2024-01-23 17:09:48,2024-07-31 23:55:51,10,8,2,1,3,0.8,1352.75,153.0,5,6763.75,2,5,5,255,12,Loyal Customers,Cluster_4
CUST_02166,1452.78,2,9,2024-02-18 06:13:43,2024-08-17 07:44:42,20,4,0,7,6,0.2,726.39,136.7,2,1452.78,2,2,2,222,6,Lost,Cluster_3
CUST_01811,5898.2,6,50,2024-01-22 06:40:08,2024-09-26 13:47:31,19,8,1,5,8,0.4211,983.03,96.4,6,5898.2,3,5,5,355,13,Loyal Customers,Cluster_4
CUST_02178,978.48,3,11,2024-01-22 12:34:09,2024-08-02 05:57:10,21,6,1,4,7,0.2857,326.16,151.8,3,978.48,2,4,1,241,7,At Risk,Cluster_3
CUST_00576,1610.07,3,19,2024-04-01 16:03:46,2024-12-12 22:04:32,0,0,0,0,0,0.0,536.69,19.1,3,1610.07,5,4,2,542,11,Potential Loyalists,Cluster_1
CUST_02437,2324.8,2,20,2024-03-30 15:17:48,2024-08-10 06:03:37,14,8,1,1,4,0.5714,1162.4,143.7,2,2324.8,2,2,3,223,7,Potential Loyalists,Cluster_3
CUST_02376,1031.02,1,8,2024-08-23 14:29:44,2024-08-23 14:29:44,17,3,1,2,6,0.1765,1031.02,130.4,1,1031.02,2,1,1,211,4,Lost,Cluster_2
CUST_02236,2206.2,4,23,2024-04-24 13:23:54,2024-07-16 02:34:05,7,4,0,3,3,0.5714,551.55,168.9,4,2206.2,2,4,3,243,9,Loyal Customers,Cluster_4
CUST_01449,3732.8,2,27,2024-01-26 17:09:00,2024-06-06 07:07:43,13,5,3,4,5,0.3846,1866.4,208.7,2,3732.8,1,2,5,125,8,Potential Loyalists,Cluster_3
CUST_02328,2559.52,5,27,2024-04-05 06:47:26,2024-11-20 17:04:09,14,4,0,4,4,0.2857,511.9,41.3,5,2559.52,4,5,3,453,12,Loyal Customers,Cluster_4
CUST_02215,4242.93,5,35,2024-04-03 13:21:56,2024-12-29 01:30:14,19,7,4,2,7,0.3684,848.59,2.9,5,4242.93,5,5,5,555,15,Champions,Cluster_1
CUST_01851,939.19,1,6,2024-02-05 02:58:09,2024-02-05 02:58:09,9,2,0,1,3,0.2222,939.19,330.9,1,939.19,1,1,1,111,3,Lost,Cluster_2
CUST_00395,2783.92,4,25,2024-03-20 01:07:36,2024-11-25 08:53:39,9,0,0,1,3,0.0,695.98,36.6,4,2783.92,4,4,4,444,12,Champions,Cluster_4
CUST_02465,1221.62,4,16,2024-01-26 22:33:58,2024-11-04 03:58:15,44,13,3,12,10,0.2955,305.4,57.8,4,1221.62,4,4,2,442,10,Potential Loyalists,Cluster_3
CUST_00505,923.13,4,12,2024-05-20 12:25:51,2024-12-04 04:49:55,10,4,0,1,5,0.4,230.78,27.8,4,923.13,4,4,1,441,9,Potential Loyalists,Cluster_1
CUST_00739,5553.22,6,40,2024-02-13 09:59:12,2024-10-29 12:15:28,22,7,5,2,5,0.3182,925.54,63.5,6,5553.22,3,5,5,355,13,Loyal Customers,Cluster_4
CUST_00499,1172.36,2,13,2024-03-15 21:26:53,2024-04-26 11:29:31,27,3,1,1,6,0.1111,586.18,249.5,2,1172.36,1,2,2,122,5,Lost,Cluster_3
CUST_01876,3463.23,4,27,2024-02-03 21:46:35,2024-08-14 08:27:09,21,7,0,3,5,0.3333,865.81,139.6,4,3463.23,2,4,4,244,10,Loyal Customers,Cluster_4
CUST_02278,574.34,1,3,2024-11-28 09:06:05,2024-11-28 09:06:05,27,6,0,6,7,0.2222,574.34,33.6,1,574.34,4,1,1,411,6,New Customers,Cluster_2
CUST_00022,1910.46,3,21,2024-06-24 23:38:15,2024-11-08 09:15:57,16,13,4,5,10,0.8125,636.82,53.6,3,1910.46,4,4,3,443,11,Loyal Customers,Cluster_3
CUST_00026,4306.12,5,33,2024-01-31 21:32:13,2024-12-08 17:24:10,15,5,0,2,3,0.3333,861.22,23.3,5,4306.12,5,5,5,555,15,Champions,Cluster_1
CUST_00564,2884.24,4,30,2024-01-03 00:17:40,2024-04-08 13:31:23,24,12,3,3,7,0.5,721.06,267.4,4,2884.24,1,4,4,144,9,Loyal Customers,Cluster_4
CUST_01514,2855.34,3,28,2024-01-12 04:46:48,2024-04-17 17:27:24,19,11,0,2,8,0.5789,951.78,258.3,3,2855.34,1,4,4,144,9,Loyal Customers,Cluster_3
CUST_00258,2758.0,3,21,2024-02-19 01:09:31,2024-07-03 06:49:27,20,4,2,2,6,0.2,919.33,181.7,3,2758.0,1,4,4,144,9,Loyal Customers,Cluster_3
CUST_02230,150.66,1,1,2024-03-07 15:27:27,2024-03-07 15:27:27,19,8,1,1,4,0.4211,150.66,299.4,1,150.66,1,1,1,111,3,Lost,Cluster_2
CUST_01546,4935.4,7,53,2024-01-12 14:40:14,2024-11-20 03:46:21,23,5,4,4,6,0.2174,705.06,41.8,7,4935.4,4,5,5,455,14,Champions,Cluster_4
CUST_01107,3566.91,4,30,2024-01-09 18:15:52,2024-08-27 04:43:09,16,8,0,0,4,0.5,891.73,126.8,4,3566.91,2,4,4,244,10,Loyal Customers,Cluster_4
CUST_00108,3902.89,4,28,2024-01-18 03:28:27,2024-10-27 10:35:52,12,5,1,7,7,0.4167,975.72,65.6,4,3902.89,3,4,5,345,12,Loyal Customers,Cluster_4
CUST_01488,194.02,1,2,2024-10-17 10:53:28,2024-10-17 10:53:28,26,10,2,3,7,0.3846,194.02,75.5,1,194.02,3,1,1,311,5,Potential Loyalists,Cluster_2
CUST_02086,1146.87,3,11,2024-04-17 05:32:26,2024-08-01 17:05:15,18,6,0,1,5,0.3333,382.29,152.3,3,1146.87,2,4,2,242,8,At Risk,Cluster_3
CUST_00593,5741.97,5,40,2024-01-23 06:14:21,2024-05-28 23:16:50,5,7,1,2,3,1.4,1148.39,217.0,5,5741.97,1,5,5,155,11,Loyal Customers,Cluster_4
CUST_01481,6649.9,8,53,2024-02-07 21:44:17,2024-12-20 11:09:31,20,7,1,5,7,0.35,831.24,11.5,8,6649.9,5,5,5,555,15,Champions,Cluster_1
CUST_00429,2023.6,3,14,2024-09-01 11:06:18,2024-11-29 02:39:06,37,9,0,8,10,0.2432,674.53,32.9,3,2023.6,4,4,3,443,11,Loyal Customers,Cluster_3
CUST_02414,1212.99,3,10,2024-01-10 16:23:45,2024-06-11 01:27:52,10,5,0,0,3,0.5,404.33,203.9,3,1212.99,1,4,2,142,7,At Risk,Cluster_3
CUST_01225,588.62,1,7,2024-05-15 21:42:35,2024-05-15 21:42:35,27,12,2,2,6,0.4444,588.62,230.1,1,588.62,1,1,1,111,3,Lost,Cluster_2
CUST_01921,1515.14,2,15,2024-06-20 17:40:40,2024-06-25 07:54:38,11,3,0,1,3,0.2727,757.57,189.7,2,1515.14,1,2,2,122,5,Lost,Cluster_3
CUST_02338,629.56,1,6,2024-09-16 02:21:22,2024-09-16 02:21:22,12,6,2,3,5,0.5,629.56,106.9,1,629.56,2,1,1,211,4,Lost,Cluster_2
CUST_01031,3116.43,2,23,2024-04-19 07:17:45,2024-12-31 05:30:40,30,8,3,6,7,0.2667,1558.21,0.8,2,3116.43,5,2,4,524,11,New Customers,Cluster_1
CUST_01962,3649.17,4,27,2024-07-05 00:48:03,2024-12-21 03:12:38,21,10,1,2,8,0.4762,912.29,10.9,4,3649.17,5,4,4,544,13,Champions,Cluster_1
CUST_00106,4233.35,5,36,2024-02-21 04:29:42,2024-06-18 21:03:34,3,1,1,1,3,0.3333,846.67,196.1,5,4233.35,1,5,5,155,11,Loyal Customers,Cluster_4
CUST_01922,3224.75,4,28,2024-03-01 13:10:51,2024-09-01 05:58:50,20,12,4,3,7,0.6,806.19,121.8,4,3224.75,2,4,4,244,10,Loyal Customers,Cluster_4
CUST_00092,1790.21,3,14,2024-04-04 15:10:18,2024-10-10 21:00:37,14,3,0,0,2,0.2143,596.74,82.1,3,1790.21,3,4,3,343,10,Loyal Customers,Cluster_3
CUST_01748,3591.89,5,28,2024-01-17 09:54:55,2024-04-20 18:47:23,21,5,2,3,5,0.2381,718.38,255.2,5,3591.89,1,5,4,154,10,Loyal Customers,Cluster_4
CUST_02186,5243.44,5,48,2024-01-31 12:05:53,2024-11-28 21:27:27,19,3,1,2,4,0.1579,1048.69,33.1,5,5243.44,4,5,5,455,14,Champions,Cluster_4
CUST_02191,1019.73,2,9,2024-03-16 09:47:58,2024-06-29 00:09:24,23,8,1,3,7,0.3478,509.87,186.0,2,1019.73,1,2,1,121,4,Lost,Cluster_3
CUST_01637,247.43,1,2,2024-10-19 07:30:43,2024-10-19 07:30:43,36,13,5,8,9,0.3611,247.43,73.7,1,247.43,3,1,1,311,5,Potential Loyalists,Cluster_2
CUST_01673,1380.23,4,14,2024-02-15 07:29:54,2024-12-14 21:05:46,44,11,4,13,10,0.25,345.06,17.1,4,1380.23,5,4,2,542,11,Potential Loyalists,Cluster_1
CUST_02154,5192.98,5,42,2024-03-12 18:08:52,2024-11-24 13:56:29,39,9,1,2,10,0.2308,1038.6,37.4,5,5192.98,4,5,5,455,14,Champions,Cluster_4
CUST_01713,1989.89,3,16,2024-04-05 21:54:52,2024-07-28 07:32:24,17,5,1,3,7,0.2941,663.3,156.7,3,1989.89,2,4,3,243,9,Loyal Customers,Cluster_3
CUST_00141,1795.87,3,17,2024-08-20 13:58:08,2024-10-17 11:16:05,4,2,1,1,2,0.5,598.62,75.5,3,1795.87,3,4,3,343,10,Loyal Customers,Cluster_3
CUST_01603,5648.4,7,56,2024-03-12 07:41:40,2024-08-11 04:02:07,17,9,2,3,7,0.5294,806.91,142.8,7,5648.4,2,5,5,255,12,Loyal Customers,Cluster_4
CUST_02399,932.34,3,8,2024-02-21 05:30:21,2024-12-20 11:03:44,18,7,2,1,6,0.3889,310.78,11.5,3,932.34,5,4,1,541,10,Potential Loyalists,Cluster_1
CUST_02412,3192.63,4,36,2024-02-17 20:29:09,2024-12-28 00:11:50,16,3,1,4,6,0.1875,798.16,4.0,4,3192.63,5,4,4,544,13,Champions,Cluster_1
CUST_02207,3102.61,4,27,2024-03-15 03:27:06,2024-11-15 10:47:35,22,6,3,2,7,0.2727,775.65,46.6,4,3102.61,4,4,4,444,12,Champions,Cluster_4
CUST_00821,1469.13,2,10,2024-08-23 17:18:08,2024-10-26 00:14:50,37,9,0,3,9,0.2432,734.57,67.0,2,1469.13,3,2,2,322,7,Potential Loyalists,Cluster_3
CUST_01780,1960.16,4,15,2024-02-15 01:04:23,2024-11-25 16:31:11,25,5,0,4,6,0.2,490.04,36.3,4,1960.16,4,4,3,443,11,Loyal Customers,Cluster_1
CUST_00963,4249.17,4,33,2024-01-31 14:45:15,2024-09-18 06:54:36,26,3,1,4,7,0.1154,1062.29,104.7,4,4249.17,2,4,5,245,11,Loyal Customers,Cluster_4
CUST_01982,3692.49,5,33,2024-01-18 17:46:27,2024-11-22 06:29:37,29,10,1,8,8,0.3448,738.5,39.7,5,3692.49,4,5,5,455,14,Champions,Cluster_4
CUST_01430,3795.73,4,26,2024-01-15 06:15:54,2024-12-28 23:36:51,23,3,0,3,5,0.1304,948.93,3.0,4,3795.73,5,4,5,545,14,Champions,Cluster_1
CUST_02020,1495.11,3,12,2024-03-25 23:58:45,2024-12-08 10:41:53,15,3,2,1,5,0.2,498.37,23.6,3,1495.11,5,4,2,542,11,Potential Loyalists,Cluster_1
CUST_00875,186.66,1,3,2024-07-26 10:04:46,2024-07-26 10:04:46,2,0,0,0,1,0.0,186.66,158.6,1,186.66,2,1,1,211,4,Lost,Cluster_2
CUST_00886,2340.42,4,21,2024-04-28 02:04:02,2024-07-22 22:17:26,24,4,3,6,6,0.1667,585.11,162.1,4,2340.42,2,4,3,243,9,Loyal Customers,Cluster_4
CUST_00169,5095.08,6,42,2024-05-02 23:10:00,2024-12-07 21:18:36,24,8,1,8,8,0.3333,849.18,24.1,6,5095.08,5,5,5,555,15,Champions,Cluster_1
CUST_00243,2227.82,3,20,2024-06-07 06:42:26,2024-12-18 14:35:08,26,11,1,5,8,0.4231,742.61,13.4,3,2227.82,5,4,3,543,12,Loyal Customers,Cluster_1
CUST_01612,3378.08,4,30,2024-09-28 07:50:27,2024-11-26 22:40:25,24,6,1,2,5,0.25,844.52,35.1,4,3378.08,4,4,4,444,12,Champions,Cluster_4
CUST_02137,2155.07,2,16,2024-05-26 15:07:00,2024-11-19 12:21:04,16,7,1,8,6,0.4375,1077.54,42.5,2,2155.07,4,2,3,423,9,New Customers,Cluster_3
CUST_00574,4302.43,5,37,2024-02-27 11:41:00,2024-11-02 23:58:34,27,7,1,4,7,0.2593,860.49,59.0,5,4302.43,3,5,5,355,13,Loyal Customers,Cluster_4
CUST_00457,2465.86,3,24,2024-02-24 08:22:11,2024-10-06 14:42:48,32,11,3,6,10,0.3438,821.95,86.4,3,2465.86,3,4,3,343,10,Loyal Customers,Cluster_3
CUST_02066,2937.42,3,25,2024-01-14 01:21:58,2024-09-22 18:46:13,16,7,2,1,6,0.4375,979.14,100.2,3,2937.42,3,4,4,344,11,Loyal Customers,Cluster_4
CUST_01019,6372.73,10,54,2024-03-09 01:17:45,2024-11-20 00:30:36,19,8,1,0,8,0.4211,637.27,42.0,10,6372.73,4,5,5,455,14,Champions,Cluster_4
CUST_00381,2522.29,3,17,2024-03-09 00:01:13,2024-05-11 21:10:37,31,12,3,2,9,0.3871,840.76,234.1,3,2522.29,1,4,3,143,8,Loyal Customers,Cluster_3
CUST_01978,716.67,2,6,2024-03-28 16:53:34,2024-09-30 14:27:33,24,9,1,7,8,0.375,358.33,92.4,2,716.67,3,2,1,321,6,Potential Loyalists,Cluster_3
CUST_01011,7263.98,4,53,2024-04-04 02:53:32,2024-10-06 23:16:11,18,3,1,4,4,0.1667,1815.99,86.0,4,7263.98,3,4,5,345,12,Loyal Customers,Cluster_4
CUST_00627,2749.37,3,20,2024-04-28 02:38:46,2024-10-22 05:43:12,30,12,1,6,9,0.4,916.46,70.8,3,2749.37,3,4,4,344,11,Loyal Customers,Cluster_3
CUST_00547,4740.97,6,38,2024-01-07 15:48:36,2024-09-04 11:16:50,27,3,1,3,6,0.1111,790.16,118.5,6,4740.97,2,5,5,255,12,Loyal Customers,Cluster_4
CUST_02476,1637.94,4,13,2024-08-01 22:33:11,2024-12-27 07:07:37,27,12,4,4,8,0.4444,409.49,4.7,4,1637.94,5,4,2,542,11,Potential Loyalists,Cluster_1
CUST_02329,2878.05,3,30,2024-01-19 12:51:35,2024-09-13 14:52:59,25,4,3,4,6,0.16,959.35,109.4,3,2878.05,2,4,4,244,10,Loyal Customers,Cluster_4
CUST_01242,4122.37,5,36,2024-04-20 19:40:54,2024-12-09 14:00:13,8,4,1,2,4,0.5,824.47,22.4,5,4122.37,5,5,5,555,15,Champions,Cluster_1
CUST_01694,1605.97,2,13,2024-04-26 16:52:18,2024-11-22 03:13:57,6,0,0,3,1,0.0,802.99,39.9,2,1605.97,4,2,2,422,8,New Customers,Cluster_3
CUST_01302,2543.59,4,24,2024-02-21 09:38:59,2024-11-11 21:23:09,16,7,2,2,5,0.4375,635.9,50.1,4,2543.59,4,4,3,443,11,Loyal Customers,Cluster_4
CUST_00812,1705.19,2,20,2024-04-23 18:34:37,2024-12-15 11:25:09,45,12,0,8,10,0.2667,852.6,16.5,2,1705.19,5,2,2,522,9,New Customers,Cluster_1
CUST_00891,1852.96,3,20,2024-02-09 23:17:08,2024-10-12 03:51:17,16,8,2,5,5,0.5,617.65,80.8,3,1852.96,3,4,3,343,10,Loyal Customers,Cluster_3
CUST_01164,402.16,3,7,2024-03-08 15:09:50,2024-11-24 12:40:25,8,1,0,5,2,0.125,134.05,37.5,3,402.16,4,4,1,441,9,Potential Loyalists,Cluster_3
CUST_01825,1655.54,2,14,2024-12-09 20:38:51,2024-12-19 02:14:48,9,2,0,2,3,0.2222,827.77,12.9,2,1655.54,5,2,2,522,9,New Customers,Cluster_1
CUST_00567,2039.3,3,23,2024-02-28 13:50:37,2024-11-07 12:29:43,30,9,5,0,7,0.3,679.77,54.5,3,2039.3,4,4,3,443,11,Loyal Customers,Cluster_3
CUST_01934,1085.35,2,10,2024-03-03 21:54:26,2024-06-28 18:21:21,12,4,0,1,5,0.3333,542.67,186.2,2,1085.35,1,2,2,122,5,Lost,Cluster_3
CUST_02017,1260.31,2,13,2024-02-24 13:04:52,2024-07-29 12:58:03,26,5,6,2,6,0.1923,630.15,155.5,2,1260.31,2,2,2,222,6,Lost,Cluster_3
CUST_01758,290.74,1,3,2024-11-24 05:25:01,2024-11-24 05:25:01,12,8,4,5,5,0.6667,290.74,37.8,1,290.74,4,1,1,411,6,New Customers,Cluster_2
CUST_02421,2864.09,3,22,2024-01-25 20:07:41,2024-07-31 11:33:27,21,10,4,4,7,0.4762,954.7,153.5,3,2864.09,2,4,4,244,10,Loyal Customers,Cluster_3
CUST_01756,3867.58,5,45,2024-04-18 09:30:52,2024-11-01 19:19:09,19,2,1,5,7,0.1053,773.52,60.2,5,3867.58,3,5,5,355,13,Loyal Customers,Cluster_4
CUST_01234,1801.7,4,22,2024-04-14 05:43:57,2024-07-09 12:15:58,13,3,1,1,4,0.2308,450.43,175.5,4,1801.7,2,4,3,243,9,Loyal Customers,Cluster_4
CUST_00591,3503.81,5,36,2024-02-11 11:34:43,2024-08-06 06:40:43,29,7,4,8,8,0.2414,700.76,147.7,5,3503.81,2,5,4,254,11,Loyal Customers,Cluster_4
CUST_02283,325.66,1,2,2024-08-01 05:58:18,2024-08-01 05:58:18,13,5,1,2,3,0.3846,325.66,152.8,1,325.66,2,1,1,211,4,Lost,Cluster_2
CUST_00331,1823.87,3,14,2024-04-22 22:28:16,2024-12-10 16:16:23,22,5,1,4,5,0.2273,607.96,21.3,3,1823.87,5,4,3,543,12,Loyal Customers,Cluster_1
CUST_00138,470.28,1,4,2024-03-18 08:29:27,2024-03-18 08:29:27,25,2,3,1,5,0.08,470.28,288.6,1,470.28,1,1,1,111,3,Lost,Cluster_2
CUST_01575,1897.18,5,21,2024-06-03 10:31:27,2024-12-29 22:36:35,26,7,0,7,6,0.2692,379.44,2.1,5,1897.18,5,5,3,553,13,Loyal Customers,Cluster_1
CUST_00368,5229.05,6,35,2024-02-28 03:02:10,2024-10-29 00:58:35,8,5,2,2,4,0.625,871.51,64.0,6,5229.05,3,5,5,355,13,Loyal Customers,Cluster_4
CUST_02123,2007.64,3,20,2024-04-21 01:46:26,2024-10-29 21:03:47,26,11,0,6,6,0.4231,669.21,63.1,3,2007.64,3,4,3,343,10,Loyal Customers,Cluster_3
CUST_01342,6355.44,6,53,2024-01-05 04:22:28,2024-12-28 15:11:42,32,10,2,4,8,0.3125,1059.24,3.4,6,6355.44,5,5,5,555,15,Champions,Cluster_1
CUST_01370,1226.14,2,8,2024-08-27 13:10:22,2024-11-22 10:05:54,32,12,1,6,10,0.375,613.07,39.6,2,1226.14,4,2,2,422,8,New Customers,Cluster_3
CUST_01284,3054.47,7,29,2024-01-18 03:37:16,2024-12-27 18:47:35,23,5,3,5,7,0.2174,436.35,4.2,7,3054.47,5,5,4,554,14,Champions,Cluster_1
CUST_00354,3078.92,5,31,2024-01-25 15:14:17,2024-09-16 01:25:00,29,5,1,7,10,0.1724,615.78,106.9,5,3078.92,2,5,4,254,11,Loyal Customers,Cluster_4
CUST_01653,3326.29,3,24,2024-01-08 10:15:19,2024-06-28 17:12:42,21,6,1,3,5,0.2857,1108.76,186.3,3,3326.29,1,4,4,144,9,Loyal Customers,Cluster_4
CUST_01768,2010.15,3,17,2024-06-10 07:44:35,2024-09-29 00:25:30,30,12,2,4,9,0.4,670.05,94.0,3,2010.15,3,4,3,343,10,Loyal Customers,Cluster_3
CUST_00643,3112.78,3,24,2024-04-15 13:37:00,2024-08-05 02:30:23,33,20,2,6,9,0.6061,1037.59,148.9,3,3112.78,2,4,4,244,10,Loyal Customers,Cluster_4
CUST_00389,2145.81,4,28,2024-01-04 23:56:47,2024-10-05 13:25:22,18,8,2,4,7,0.4444,536.45,87.4,4,2145.81,3,4,3,343,10,Loyal Customers,Cluster_4
CUST_01491,4241.53,5,31,2024-01-07 06:54:48,2024-12-10 20:33:14,7,3,1,1,4,0.4286,848.31,21.1,5,4241.53,5,5,5,555,15,Champions,Cluster_1
CUST_01029,1453.17,2,18,2024-03-11 21:32:44,2024-06-28 07:47:00,32,12,2,10,8,0.375,726.59,186.7,2,1453.17,1,2,2,122,5,Lost,Cluster_3
CUST_00905,3326.67,6,29,2024-02-29 11:54:14,2024-10-13 14:53:12,20,7,1,6,5,0.35,554.45,79.4,6,3326.67,3,5,4,354,12,Loyal Customers,Cluster_4
CUST_02242,1033.84,2,8,2024-04-18 00:12:01,2024-09-08 18:28:19,15,4,2,3,6,0.2667,516.92,114.2,2,1033.84,2,2,2,222,6,Lost,Cluster_3
CUST_01258,938.35,3,12,2024-06-12 07:05:18,2024-10-23 03:41:14,22,8,2,2,5,0.3636,312.78,69.8,3,938.35,3,4,1,341,8,Potential Loyalists,Cluster_3
CUST_00363,1856.84,4,18,2024-05-29 03:22:57,2024-12-02 07:16:20,21,2,1,9,6,0.0952,464.21,29.7,4,1856.84,4,4,3,443,11,Loyal Customers,Cluster_1
CUST_00300,590.21,2,4,2024-04-22 21:04:45,2024-10-24 22:01:57,7,0,0,2,1,0.0,295.11,68.1,2,590.21,3,2,1,321,6,Potential Loyalists,Cluster_2
CUST_00964,3931.0,5,27,2024-06-05 19:27:39,2024-12-14 15:33:11,54,14,1,5,11,0.2593,786.2,17.4,5,3931.0,5,5,5,555,15,Champions,Cluster_1
CUST_00474,1848.48,3,18,2024-04-29 18:03:43,2024-06-09 13:20:59,18,6,0,6,6,0.3333,616.16,205.4,3,1848.48,1,4,3,143,8,Loyal Customers,Cluster_3
CUST_02053,268.31,1,4,2024-03-19 08:06:12,2024-03-19 08:06:12,27,11,4,4,6,0.4074,268.31,287.7,1,268.31,1,1,1,111,3,Lost,Cluster_2
CUST_01631,6423.21,7,57,2024-03-11 13:48:07,2024-12-21 04:33:33,24,1,2,4,5,0.0417,917.6,10.8,7,6423.21,5,5,5,555,15,Champions,Cluster_1
CUST_02008,1231.82,3,9,2024-02-10 23:41:36,2024-05-19 12:27:39,27,7,2,6,6,0.2593,410.61,226.5,3,1231.82,1,4,2,142,7,At Risk,Cluster_3
CUST_01629,3266.43,3,23,2024-09-09 08:54:59,2024-10-31 08:50:39,8,3,2,3,4,0.375,1088.81,61.6,3,3266.43,3,4,4,344,11,Loyal Customers,Cluster_4
CUST_00242,2827.03,4,21,2024-02-05 12:31:57,2024-11-01 08:51:29,11,5,2,1,4,0.4545,706.76,60.6,4,2827.03,3,4,4,344,11,Loyal Customers,Cluster_4
CUST_01149,2183.57,3,21,2024-02-19 02:48:55,2024-11-22 12:15:24,19,3,3,7,6,0.1579,727.86,39.5,3,2183.57,4,4,3,443,11,Loyal Customers,Cluster_3
CUST_00293,3528.25,4,30,2024-01-27 00:41:20,2024-06-20 07:25:07,26,11,2,2,5,0.4231,882.06,194.7,4,3528.25,1,4,4,144,9,Loyal Customers,Cluster_4
CUST_01439,850.5,3,6,2024-02-14 00:51:27,2024-12-02 20:27:40,38,12,2,8,9,0.3158,283.5,29.1,3,850.5,4,4,1,441,9,Potential Loyalists,Cluster_3
CUST_00146,1226.14,2,13,2024-08-19 09:03:42,2024-09-03 09:56:31,20,9,0,5,5,0.45,613.07,119.6,2,1226.14,2,2,2,222,6,Lost,Cluster_3
CUST_02400,139.61,2,2,2024-02-01 11:33:49,2024-09-18 02:27:05,13,6,0,3,4,0.4615,69.81,104.9,2,139.61,2,2,1,221,5,Lost,Cluster_2
CUST_02209,3502.76,5,30,2024-02-21 15:33:17,2024-11-30 16:33:28,11,3,1,3,4,0.2727,700.55,31.3,5,3502.76,4,5,4,454,13,Champions,Cluster_1
CUST_00452,2422.67,3,20,2024-03-28 04:42:03,2024-08-26 04:24:26,9,2,0,0,2,0.2222,807.56,127.8,3,2422.67,2,4,3,243,9,Loyal Customers,Cluster_3
CUST_01574,3660.34,4,33,2024-04-09 22:15:48,2024-12-01 14:35:27,17,9,2,5,5,0.5294,915.09,30.4,4,3660.34,4,4,4,444,12,Champions,Cluster_1
CUST_00434,3361.84,4,31,2024-04-04 11:52:26,2024-10-30 13:31:42,11,3,1,1,3,0.2727,840.46,62.4,4,3361.84,3,4,4,344,11,Loyal Customers,Cluster_4
CUST_02401,770.75,1,5,2024-04-29 14:34:15,2024-04-29 14:34:15,31,11,1,2,7,0.3548,770.75,246.4,1,770.75,1,1,1,111,3,Lost,Cluster_2
CUST_01189,1203.93,1,9,2024-11-07 04:31:16,2024-11-07 04:31:16,16,4,1,2,5,0.25,1203.93,54.8,1,1203.93,4,1,2,412,7,New Customers,Cluster_2
CUST_02304,1326.16,2,11,2024-01-07 09:09:05,2024-09-06 03:01:51,32,7,1,3,8,0.2188,663.08,116.9,2,1326.16,2,2,2,222,6,Lost,Cluster_3
CUST_02169,2103.4,3,16,2024-03-15 19:31:18,2024-12-22 18:11:13,38,15,4,7,10,0.3947,701.13,9.2,3,2103.4,5,4,3,543,12,Loyal Customers,Cluster_1
CUST_00045,603.62,2,9,2024-04-25 19:12:40,2024-10-05 09:05:04,13,2,4,3,4,0.1538,301.81,87.6,2,603.62,3,2,1,321,6,Potential Loyalists,Cluster_2
CUST_01169,1395.66,3,10,2024-02-25 22:29:47,2024-11-04 17:57:59,24,6,2,2,5,0.25,465.22,57.3,3,1395.66,4,4,2,442,10,Potential Loyalists,Cluster_3
CUST_00249,2253.72,3,23,2024-04-14 00:10:35,2024-12-22 00:23:50,12,6,2,2,4,0.5,751.24,10.0,3,2253.72,5,4,3,543,12,Loyal Customers,Cluster_1
CUST_01411,5261.63,5,40,2024-02-04 16:13:08,2024-12-31 16:13:17,26,5,3,9,7,0.1923,1052.33,0.3,5,5261.63,5,5,5,555,15,Champions,Cluster_1
CUST_02204,2718.95,2,23,2024-03-23 06:49:15,2024-07-26 01:50:18,23,7,0,4,7,0.3043,1359.47,158.9,2,2718.95,2,2,4,224,8,Potential Loyalists,Cluster_3
